Feature,Ridge_Coefficient,Ridge_AbsCoeff,Ridge_Rank
postal_code_N4C,-0.27819717440002373,0.27819717440002373,831
postal_code_G9Y,-0.2780555635648814,0.2780555635648814,832
postal_code_L9I,-0.27787531358141465,0.27787531358141465,833
postal_code_S7E,-0.27769673552459523,0.27769673552459523,834
postal_code_G7L,-0.27763712875555974,0.27763712875555974,835
postal_code_H5P,-0.27754039910225736,0.27754039910225736,836
postal_code_L5X,0.2771070003955851,0.2771070003955851,837
postal_code_V8V,0.2770614193868311,0.2770614193868311,838
postal_code_G8V,-0.27690732632484377,0.27690732632484377,839
postal_code_P8D,-0.27680088761593236,0.27680088761593236,840
postal_code_B7C,-0.2767799097114781,0.2767799097114781,841
postal_code_J4O,-0.2766891058715935,0.2766891058715935,842
postal_code_K3I,0.27668215009823827,0.27668215009823827,843
postal_code_B9A,-0.27663179734977206,0.27663179734977206,844
postal_code_K6G,-0.27624652057699284,0.27624652057699284,845
postal_code_H6S,-0.27617321360153224,0.27617321360153224,846
postal_code_E1F,0.2760997840855983,0.2760997840855983,847
postal_code_G8D,-0.2759840798152555,0.2759840798152555,848
postal_code_P2Q,-0.27587410099832715,0.27587410099832715,849
postal_code_M9A,-0.27559493680518654,0.27559493680518654,850
postal_code_K9N,-0.2755187596739773,0.2755187596739773,851
postal_code_R4A,0.27541450328859884,0.27541450328859884,852
postal_code_N7M,-0.2753601548934705,0.2753601548934705,853
postal_code_N5W,-0.2753509666588381,0.2753509666588381,854
postal_code_M5M,0.2750473966129328,0.2750473966129328,855
postal_code_R8C,-0.2750232120472701,0.2750232120472701,856
postal_code_H2M,-0.2747966716798411,0.2747966716798411,857
postal_code_J3R,-0.2747595956487039,0.2747595956487039,858
postal_code_L1H,0.2745612226389317,0.2745612226389317,859
postal_code_E4M,0.27444732984457226,0.27444732984457226,860
postal_code_R3D,-0.27426044470810257,0.27426044470810257,861
postal_code_K4A,0.2741972574631214,0.2741972574631214,862
postal_code_T5D,-0.2741693326330056,0.2741693326330056,863
postal_code_P5Z,0.2740824115056858,0.2740824115056858,864
postal_code_L2T,-0.273970252669166,0.273970252669166,865
postal_code_J5P,0.27394201735716367,0.27394201735716367,866
postal_code_H7S,0.2738434365506029,0.2738434365506029,867
postal_code_A5Z,-0.27378024123541783,0.27378024123541783,868
postal_code_S1I,-0.27372495381377815,0.27372495381377815,869
postal_code_K9W,-0.2734971681314401,0.2734971681314401,870
postal_code_L3I,-0.2724685225429916,0.2724685225429916,871
postal_code_S9H,-0.2723731221002749,0.2723731221002749,872
postal_code_T9W,0.2723435958845855,0.2723435958845855,873
postal_code_P4N,0.2721279414112036,0.2721279414112036,874
postal_code_S9E,-0.27202411439054036,0.27202411439054036,875
postal_code_B2S,0.27196808925184207,0.27196808925184207,876
postal_code_V4Q,-0.27193541545378647,0.27193541545378647,877
postal_code_K7F,-0.2718955887643228,0.2718955887643228,878
postal_code_J6H,-0.27143265044291953,0.27143265044291953,879
postal_code_M1D,-0.270940699425246,0.270940699425246,880
postal_code_H6C,-0.27089386499890655,0.27089386499890655,881
postal_code_R2Z,-0.2707940966693905,0.2707940966693905,882
postal_code_R1B,-0.27063022473950815,0.27063022473950815,883
postal_code_M5B,0.27053035731482844,0.27053035731482844,884
postal_code_B3O,0.2705140151768246,0.2705140151768246,885
postal_code_J2Y,0.2702944121968229,0.2702944121968229,886
postal_code_J2G,-0.2700093390506529,0.2700093390506529,887
postal_code_R2W,-0.26966214466159333,0.26966214466159333,888
postal_code_R3X,0.269599147570678,0.269599147570678,889
postal_code_R6Y,-0.2694275197692563,0.2694275197692563,890
postal_code_M6V,-0.2688420663175946,0.2688420663175946,891
postal_code_T5Z,-0.26865024140357424,0.26865024140357424,892
postal_code_P5N,0.26864243771730256,0.26864243771730256,893
postal_code_G4V,-0.2686365949429947,0.2686365949429947,894
postal_code_L1M,-0.2684534020873225,0.2684534020873225,895
postal_code_P5S,-0.2683934708442323,0.2683934708442323,896
postal_code_G7Q,-0.2680746688313758,0.2680746688313758,897
postal_code_T4H,0.2680447066617076,0.2680447066617076,898
postal_code_N9T,-0.26797608140419465,0.26797608140419465,899
postal_code_L3Z,-0.2666202449706613,0.2666202449706613,900
postal_code_K7K,-0.2665694245157654,0.2665694245157654,901
postal_code_V9I,-0.2665594107196388,0.2665594107196388,902
postal_code_V3O,-0.2665170240392032,0.2665170240392032,903
postal_code_L1Q,-0.26634504936065284,0.26634504936065284,904
postal_code_V1H,-0.26610193855233405,0.26610193855233405,905
postal_code_K7M,-0.2660748923277655,0.2660748923277655,906
postal_code_H5N,-0.26607379467829223,0.26607379467829223,907
postal_code_H3L,-0.2657008116362908,0.2657008116362908,908
postal_code_J2Q,0.2651532948975173,0.2651532948975173,909
postal_code_M7Q,-0.2650605331886519,0.2650605331886519,910
postal_code_T2N,-0.2649321261931399,0.2649321261931399,911
postal_code_L2M,0.26492259448080907,0.26492259448080907,912
postal_code_L3S,0.264640949296588,0.264640949296588,913
postal_code_N6P,-0.26440993398679596,0.26440993398679596,914
postal_code_N8C,-0.26435684871847803,0.26435684871847803,915
postal_code_J2U,-0.2642015405906044,0.2642015405906044,916
postal_code_S9A,-0.263907685725249,0.263907685725249,917
postal_code_H3Z,0.26346090833815267,0.26346090833815267,918
postal_code_T7R,-0.2632434083126457,0.2632434083126457,919
postal_code_N5A,-0.262772624991929,0.262772624991929,920
postal_code_A4X,-0.2627407728581544,0.2627407728581544,921
postal_code_K1J,0.2627397325519691,0.2627397325519691,922
postal_code_J9M,-0.262724281250088,0.262724281250088,923
postal_code_H7N,-0.26263322398795563,0.26263322398795563,924
postal_code_E5L,-0.26240758587628504,0.26240758587628504,925
postal_code_R5Z,-0.2622904580929683,0.2622904580929683,926
postal_code_L1U,-0.2621822974642535,0.2621822974642535,927
postal_code_A9B,-0.2621568253335927,0.2621568253335927,928
postal_code_M8T,0.2618593812065376,0.2618593812065376,929
postal_code_K6U,-0.26177935237085903,0.26177935237085903,930
postal_code_T7M,-0.26172504919481204,0.26172504919481204,931
postal_code_J9A,-0.2617111537617758,0.2617111537617758,932
postal_code_V8A,-0.26145648098062896,0.26145648098062896,933
postal_code_P9V,-0.2613211731370964,0.2613211731370964,934
postal_code_J4F,-0.261291982815513,0.261291982815513,935
postal_code_T4X,-0.26080332225400255,0.26080332225400255,936
postal_code_K3C,-0.2605413423556792,0.2605413423556792,937
postal_code_P7M,-0.26008815444044525,0.26008815444044525,938
postal_code_M5I,-0.2600782996348944,0.2600782996348944,939
postal_code_P7N,0.2600370374104884,0.2600370374104884,940
postal_code_E8F,-0.2599234456202636,0.2599234456202636,941
postal_code_H2Y,0.2597040054788394,0.2597040054788394,942
postal_code_R3K,-0.2597014231195459,0.2597014231195459,943
postal_code_J5F,-0.25963878825624925,0.25963878825624925,944
postal_code_R4F,-0.2595727996340824,0.2595727996340824,945
postal_code_G9K,-0.25949630667879786,0.25949630667879786,946
postal_code_J8M,-0.2594343422342929,0.2594343422342929,947
postal_code_P2Y,0.2594260041558526,0.2594260041558526,948
postal_code_N3X,0.2594065635538914,0.2594065635538914,949
postal_code_J1I,-0.2591899401220266,0.2591899401220266,950
postal_code_G5R,0.2591622690250613,0.2591622690250613,951
postal_code_K2A,0.2587942693372939,0.2587942693372939,952
postal_code_L7B,-0.25857375862453885,0.25857375862453885,953
postal_code_S8O,-0.2585446408732796,0.2585446408732796,954
postal_code_M1O,-0.25833883990249495,0.25833883990249495,955
postal_code_J1X,-0.25831674523770554,0.25831674523770554,956
postal_code_T8O,-0.25757981929578416,0.25757981929578416,957
postal_code_J6T,-0.2575249370330664,0.2575249370330664,958
postal_code_J3V,0.25746685636131644,0.25746685636131644,959
postal_code_H9Q,-0.25738366984123984,0.25738366984123984,960
postal_code_V8I,0.25731480031702164,0.25731480031702164,961
postal_code_M2N,-0.2573109707783354,0.2573109707783354,962
postal_code_K7H,-0.25728178104330934,0.25728178104330934,963
postal_code_G3B,-0.2569224101250594,0.2569224101250594,964
postal_code_J8R,-0.25688127946199596,0.25688127946199596,965
postal_code_G7S,-0.25683648803266446,0.25683648803266446,966
postal_code_A6F,0.2566173582459684,0.2566173582459684,967
postal_code_P4O,-0.2565274200360675,0.2565274200360675,968
postal_code_P7I,0.2564124632427729,0.2564124632427729,969
postal_code_S6V,-0.2563551563401117,0.2563551563401117,970
postal_code_V9W,-0.25611175699029387,0.25611175699029387,971
postal_code_T5H,-0.25579478771487973,0.25579478771487973,972
postal_code_N9P,-0.2557277673972556,0.2557277673972556,973
postal_code_H6D,-0.2556658181683298,0.2556658181683298,974
postal_code_N5C,0.2555918205984991,0.2555918205984991,975
postal_code_M9Z,0.2554119479120265,0.2554119479120265,976
postal_code_J8N,-0.25537687299744705,0.25537687299744705,977
postal_code_M6X,0.2552396586879921,0.2552396586879921,978
postal_code_M4E,-0.25520994993852736,0.25520994993852736,979
postal_code_K8T,-0.25520364427427045,0.25520364427427045,980
postal_code_V2F,0.2550349255035941,0.2550349255035941,981
postal_code_J9W,-0.25503095702762457,0.25503095702762457,982
postal_code_R9C,0.2548865013005119,0.2548865013005119,983
postal_code_V4E,-0.2548621055446268,0.2548621055446268,984
postal_code_V2K,-0.2545160280126466,0.2545160280126466,985
postal_code_V8Z,0.25428049252590756,0.25428049252590756,986
postal_code_G8L,0.2541522888685364,0.2541522888685364,987
postal_code_J8I,-0.2541383708720958,0.2541383708720958,988
postal_code_G8Q,0.25412864464705576,0.25412864464705576,989
postal_code_N6C,-0.25401266630716024,0.25401266630716024,990
postal_code_R5W,-0.25338778663021777,0.25338778663021777,991
postal_code_M4U,0.2531866153857606,0.2531866153857606,992
postal_code_G9Q,-0.2531784781505174,0.2531784781505174,993
postal_code_C9P,0.25303750851692414,0.25303750851692414,994
postal_code_S9I,-0.25293327524357473,0.25293327524357473,995
postal_code_R3Q,0.25272195614568627,0.25272195614568627,996
postal_code_K5N,0.25259733521516786,0.25259733521516786,997
postal_code_S8Y,0.25248488622313,0.25248488622313,998
postal_code_T6N,0.2524398937876438,0.2524398937876438,999
postal_code_V7R,-0.2524295729799532,0.2524295729799532,1000
postal_code_P8H,-0.2523701320953544,0.2523701320953544,1001
postal_code_J6F,-0.2522286663254725,0.2522286663254725,1002
postal_code_P9W,-0.25204400242041486,0.25204400242041486,1003
postal_code_M1F,-0.2519917361184912,0.2519917361184912,1004
postal_code_M8X,0.25167018711195455,0.25167018711195455,1005
postal_code_S8C,-0.251460353081641,0.251460353081641,1006
postal_code_B5J,-0.25135136711170397,0.25135136711170397,1007
postal_code_H6J,-0.2511768252168915,0.2511768252168915,1008
postal_code_A4S,-0.2510879904870001,0.2510879904870001,1009
postal_code_G9W,-0.2510828168525259,0.2510828168525259,1010
postal_code_S7T,-0.2509998869451085,0.2509998869451085,1011
postal_code_G1C,0.2508094664087198,0.2508094664087198,1012
postal_code_P2K,-0.25075432091540517,0.25075432091540517,1013
postal_code_A8R,-0.25043962665341973,0.25043962665341973,1014
postal_code_A4L,-0.25015288985850187,0.25015288985850187,1015
postal_code_E5P,0.249894281112941,0.249894281112941,1016
postal_code_B3S,0.24972112601495086,0.24972112601495086,1017
postal_code_L9U,-0.2497047023450832,0.2497047023450832,1018
postal_code_B4M,-0.24954565485308117,0.24954565485308117,1019
postal_code_A8Q,-0.24951890792851772,0.24951890792851772,1020
postal_code_E6C,0.2494446515644141,0.2494446515644141,1021
postal_code_H1I,-0.24944057275189993,0.24944057275189993,1022
postal_code_P9Q,-0.2494091761358331,0.2494091761358331,1023
postal_code_G3C,0.24939398244780878,0.24939398244780878,1024
postal_code_E9K,-0.24933130544827273,0.24933130544827273,1025
postal_code_T9T,0.24901760140972998,0.24901760140972998,1026
postal_code_R7L,-0.24872749213923423,0.24872749213923423,1027
postal_code_B8Y,-0.24853600863570724,0.24853600863570724,1028
postal_code_J7F,-0.2484774537389836,0.2484774537389836,1029
postal_code_B5Y,-0.248453526824398,0.248453526824398,1030
postal_code_R4D,-0.2483029814106296,0.2483029814106296,1031
postal_code_N6G,-0.2482888688466748,0.2482888688466748,1032
postal_code_G5X,-0.2482770257818908,0.2482770257818908,1033
postal_code_G3D,-0.24814921556794922,0.24814921556794922,1034
postal_code_E4K,-0.24768142793220874,0.24768142793220874,1035
postal_code_S6F,0.24749341002102973,0.24749341002102973,1036
postal_code_K4E,-0.2474131552172942,0.2474131552172942,1037
postal_code_A6O,-0.2473087110292033,0.2473087110292033,1038
postal_code_N3E,0.2472013322413321,0.2472013322413321,1039
postal_code_T1G,-0.2471432216691098,0.2471432216691098,1040
postal_code_N5V,0.24706434303054522,0.24706434303054522,1041
postal_code_J3Z,-0.24704598498378597,0.24704598498378597,1042
postal_code_B1R,0.24695286791444124,0.24695286791444124,1043
postal_code_G7U,-0.2469120368756123,0.2469120368756123,1044
postal_code_H8H,0.24687424571790065,0.24687424571790065,1045
postal_code_H6Q,-0.24635928694669965,0.24635928694669965,1046
postal_code_P7A,-0.24601124878074468,0.24601124878074468,1047
postal_code_G2O,-0.24579004680979386,0.24579004680979386,1048
postal_code_S8Q,-0.24560802242852103,0.24560802242852103,1049
postal_code_R8X,-0.24530066900695505,0.24530066900695505,1050
postal_code_K7B,-0.2452719350787375,0.2452719350787375,1051
postal_code_B7I,0.24525480388812249,0.24525480388812249,1052
postal_code_L9B,-0.24519285369232643,0.24519285369232643,1053
postal_code_V5M,-0.24514597509757127,0.24514597509757127,1054
postal_code_V3U,-0.2451424823631647,0.2451424823631647,1055
postal_code_R8V,-0.245117484759432,0.245117484759432,1056
postal_code_H7Z,0.24510321393672818,0.24510321393672818,1057
postal_code_A7C,-0.24487915510888067,0.24487915510888067,1058
postal_code_P7Q,0.24478478338999032,0.24478478338999032,1059
postal_code_M9T,0.24474108762035907,0.24474108762035907,1060
postal_code_G9X,-0.24452975454230017,0.24452975454230017,1061
postal_code_H1D,-0.24451963073100436,0.24451963073100436,1062
postal_code_K3B,-0.24446564745172775,0.24446564745172775,1063
postal_code_V9H,0.2441901149323834,0.2441901149323834,1064
postal_code_P5F,0.2441522900733988,0.2441522900733988,1065
postal_code_K8I,-0.24413066926790775,0.24413066926790775,1066
postal_code_K7Z,0.24408606456120946,0.24408606456120946,1067
postal_code_H1H,-0.2438801828881632,0.2438801828881632,1068
postal_code_R2B,-0.24384376034140368,0.24384376034140368,1069
postal_code_J5K,-0.2436341972960871,0.2436341972960871,1070
postal_code_M6E,0.24337776168397582,0.24337776168397582,1071
postal_code_P3G,0.2433744960396058,0.2433744960396058,1072
postal_code_P1G,0.24335639584331717,0.24335639584331717,1073
postal_code_H8D,0.24334257897431766,0.24334257897431766,1074
postal_code_T2H,-0.24326810432147086,0.24326810432147086,1075
postal_code_S1N,0.2431192710743714,0.2431192710743714,1076
postal_code_H7F,-0.24301115823836864,0.24301115823836864,1077
postal_code_K9B,0.2429847579634992,0.2429847579634992,1078
postal_code_M1M,-0.24283823187111955,0.24283823187111955,1079
postal_code_J8L,-0.24265822856265967,0.24265822856265967,1080
postal_code_M1G,-0.24256803107484587,0.24256803107484587,1081
postal_code_V9B,-0.24254790617322844,0.24254790617322844,1082
postal_code_G6N,-0.24231806978683076,0.24231806978683076,1083
postal_code_L4T,0.2421346582830838,0.2421346582830838,1084
postal_code_T3Z,-0.2420043249531749,0.2420043249531749,1085
postal_code_K3Z,0.24193729847428566,0.24193729847428566,1086
postal_code_J8G,-0.2418395276206951,0.2418395276206951,1087
postal_code_G1O,-0.24179798216275497,0.24179798216275497,1088
postal_code_G1J,-0.24161718801600765,0.24161718801600765,1089
postal_code_R9D,-0.24132229654115359,0.24132229654115359,1090
postal_code_J6N,-0.24131476144100036,0.24131476144100036,1091
postal_code_T1B,-0.24128971165595772,0.24128971165595772,1092
postal_code_K2E,0.24099273504270413,0.24099273504270413,1093
postal_code_V2Y,-0.2408996784099676,0.2408996784099676,1094
postal_code_L7V,-0.24070618628977353,0.24070618628977353,1095
postal_code_P8N,-0.24070192581373534,0.24070192581373534,1096
postal_code_L8D,0.2406468268495061,0.2406468268495061,1097
postal_code_S2I,-0.24062730078174865,0.24062730078174865,1098
postal_code_M7Z,0.24058622803572416,0.24058622803572416,1099
postal_code_J2E,-0.24056982110332634,0.24056982110332634,1100
postal_code_K5D,0.24049210200999335,0.24049210200999335,1101
postal_code_J4C,-0.24046657763348459,0.24046657763348459,1102
postal_code_T8Z,0.24046385022468808,0.24046385022468808,1103
postal_code_S7W,-0.24032953793457662,0.24032953793457662,1104
postal_code_P9T,-0.240015082711051,0.240015082711051,1105
postal_code_S7C,0.23993655807013564,0.23993655807013564,1106
postal_code_K1P,0.23966612496463757,0.23966612496463757,1107
postal_code_M6W,-0.23954743486719313,0.23954743486719313,1108
postal_code_M3Z,-0.23934554781654382,0.23934554781654382,1109
postal_code_N9G,-0.23931468993807575,0.23931468993807575,1110
postal_code_H2O,-0.23902350898951236,0.23902350898951236,1111
postal_code_V1Q,-0.2389725460238521,0.2389725460238521,1112
postal_code_L1S,0.23883239937482847,0.23883239937482847,1113
postal_code_H5Q,-0.2388173643198851,0.2388173643198851,1114
postal_code_L6J,-0.23877596669001533,0.23877596669001533,1115
postal_code_G7V,0.23875847655853372,0.23875847655853372,1116
postal_code_M3M,-0.23824506339131954,0.23824506339131954,1117
postal_code_R3R,-0.23771198709906322,0.23771198709906322,1118
postal_code_J8F,-0.2376592783444547,0.2376592783444547,1119
postal_code_B8C,-0.23754353580344878,0.23754353580344878,1120
postal_code_P7C,-0.23745373883258666,0.23745373883258666,1121
postal_code_M7B,-0.23713732302888668,0.23713732302888668,1122
postal_code_R8B,0.23712169326179106,0.23712169326179106,1123
postal_code_N4B,-0.23697649415412236,0.23697649415412236,1124
postal_code_M5F,-0.23683701333314894,0.23683701333314894,1125
postal_code_K8Y,-0.23682714126388624,0.23682714126388624,1126
postal_code_S2H,-0.23679117896443524,0.23679117896443524,1127
postal_code_L1X,-0.23678064851729627,0.23678064851729627,1128
postal_code_B5Q,-0.23674353272536292,0.23674353272536292,1129
postal_code_P4W,-0.2364511345142598,0.2364511345142598,1130
postal_code_N8P,-0.23642605195269695,0.23642605195269695,1131
postal_code_K2U,-0.23610704223315424,0.23610704223315424,1132
postal_code_P4V,-0.2359568479427313,0.2359568479427313,1133
postal_code_S3C,0.2355802037001251,0.2355802037001251,1134
postal_code_G9J,0.23551642721443394,0.23551642721443394,1135
postal_code_R8D,0.23548887904045393,0.23548887904045393,1136
postal_code_K5C,-0.235257020703833,0.235257020703833,1137
postal_code_R3G,-0.23521535511962854,0.23521535511962854,1138
postal_code_V5T,-0.235193829665933,0.235193829665933,1139
postal_code_H4Q,-0.23511961421791555,0.23511961421791555,1140
postal_code_P8M,-0.23510544262034508,0.23510544262034508,1141
postal_code_E7Z,-0.23508379904413587,0.23508379904413587,1142
postal_code_J4B,-0.2350254352914288,0.2350254352914288,1143
postal_code_P5M,-0.23490325994330075,0.23490325994330075,1144
postal_code_M2T,0.23490021369636824,0.23490021369636824,1145
postal_code_M9H,-0.23465153758079282,0.23465153758079282,1146
postal_code_N1H,-0.23447016489882705,0.23447016489882705,1147
postal_code_L1Y,0.23444447700678991,0.23444447700678991,1148
postal_code_G1B,-0.23433333042993895,0.23433333042993895,1149
postal_code_L7Q,0.23423960838320093,0.23423960838320093,1150
postal_code_V5U,0.23421969064420017,0.23421969064420017,1151
postal_code_H9F,0.23398126893478205,0.23398126893478205,1152
postal_code_R9H,-0.23382371687418535,0.23382371687418535,1153
postal_code_B3Y,-0.2337719898413768,0.2337719898413768,1154
postal_code_H5B,-0.23371240365196388,0.23371240365196388,1155
postal_code_C3N,-0.233666934434635,0.233666934434635,1156
postal_code_P6Q,-0.23364086578656143,0.23364086578656143,1157
postal_code_B7E,-0.23351342863904292,0.23351342863904292,1158
postal_code_V6E,-0.23343718053183934,0.23343718053183934,1159
postal_code_M6A,-0.233272287002006,0.233272287002006,1160
postal_code_P4X,-0.23320793863037934,0.23320793863037934,1161
postal_code_R2M,-0.2331465327418332,0.2331465327418332,1162
postal_code_V1P,-0.2331123160756647,0.2331123160756647,1163
postal_code_H4Z,-0.23309685155933998,0.23309685155933998,1164
postal_code_T9J,-0.23302950965787425,0.23302950965787425,1165
postal_code_G2Q,-0.23282003195247727,0.23282003195247727,1166
postal_code_R4I,-0.23261838213912972,0.23261838213912972,1167
postal_code_E1Z,0.23242493190777055,0.23242493190777055,1168
postal_code_H5S,-0.23228940832707898,0.23228940832707898,1169
postal_code_B2V,-0.2321422563593664,0.2321422563593664,1170
postal_code_L1A,-0.2321002436994384,0.2321002436994384,1171
postal_code_T3R,0.23209481621123332,0.23209481621123332,1172
postal_code_N4T,0.23196525869748955,0.23196525869748955,1173
postal_code_H8A,-0.2318649772833467,0.2318649772833467,1174
postal_code_H3W,0.23157738018497456,0.23157738018497456,1175
postal_code_N1I,-0.23155011982847185,0.23155011982847185,1176
postal_code_H5F,0.23152243356616106,0.23152243356616106,1177
postal_code_N1K,-0.23125336937999963,0.23125336937999963,1178
postal_code_P1I,0.2311927687026348,0.2311927687026348,1179
postal_code_P1M,-0.2311844363739918,0.2311844363739918,1180
postal_code_L9D,-0.23111059029524186,0.23111059029524186,1181
postal_code_K3Y,-0.2311069854545563,0.2311069854545563,1182
postal_code_P9U,0.2311045039580647,0.2311045039580647,1183
postal_code_G8N,-0.23104920826719222,0.23104920826719222,1184
postal_code_T7Z,-0.23094461914178005,0.23094461914178005,1185
postal_code_J2K,0.23074338660714794,0.23074338660714794,1186
postal_code_E7Y,-0.2306843604359701,0.2306843604359701,1187
postal_code_N8M,0.23064680779043234,0.23064680779043234,1188
postal_code_N3H,0.2306052347783172,0.2306052347783172,1189
postal_code_V6U,0.23049348477878864,0.23049348477878864,1190
postal_code_N4S,-0.23044894237453425,0.23044894237453425,1191
postal_code_H1K,-0.23041877597120114,0.23041877597120114,1192
postal_code_S2V,-0.2303641673216145,0.2303641673216145,1193
postal_code_L8O,-0.23030727531089204,0.23030727531089204,1194
postal_code_J1F,0.23025706493806147,0.23025706493806147,1195
postal_code_T2E,-0.23020753149935783,0.23020753149935783,1196
postal_code_J8H,-0.23014476765270497,0.23014476765270497,1197
postal_code_P4L,-0.22996333975274474,0.22996333975274474,1198
postal_code_G3X,-0.22995631260245472,0.22995631260245472,1199
postal_code_P4Y,-0.22980123783046916,0.22980123783046916,1200
postal_code_C5E,0.22975851176951823,0.22975851176951823,1201
postal_code_B5X,-0.22888061229223952,0.22888061229223952,1202
postal_code_P3V,-0.22874022541761446,0.22874022541761446,1203
postal_code_G4H,-0.22872426878220584,0.22872426878220584,1204
postal_code_B8Q,-0.22832485926583357,0.22832485926583357,1205
postal_code_H9E,-0.22831058280131405,0.22831058280131405,1206
postal_code_K2C,-0.22822223291434834,0.22822223291434834,1207
postal_code_K7J,-0.2281875875862352,0.2281875875862352,1208
postal_code_A4Y,-0.22806111586472383,0.22806111586472383,1209
postal_code_N7L,-0.22797188119997278,0.22797188119997278,1210
postal_code_L6M,0.22783176866691213,0.22783176866691213,1211
postal_code_R3S,-0.22779289773861597,0.22779289773861597,1212
postal_code_B6C,-0.22775358966855405,0.22775358966855405,1213
postal_code_P5R,-0.22772108378254396,0.22772108378254396,1214
postal_code_K9A,-0.22765409052568364,0.22765409052568364,1215
postal_code_E1E,-0.22751567240355697,0.22751567240355697,1216
postal_code_G2D,-0.22726247592047671,0.22726247592047671,1217
postal_code_J9T,0.2272403721361148,0.2272403721361148,1218
postal_code_K6L,-0.22721216828016494,0.22721216828016494,1219
postal_code_H1W,-0.22711118659762022,0.22711118659762022,1220
postal_code_M7I,-0.2268755850270305,0.2268755850270305,1221
postal_code_T5X,-0.22685142855042562,0.22685142855042562,1222
postal_code_G5P,-0.226792544144121,0.226792544144121,1223
postal_code_G4B,-0.2267861977405026,0.2267861977405026,1224
postal_code_B6M,-0.2266081955250014,0.2266081955250014,1225
postal_code_H7Y,-0.22635274012249448,0.22635274012249448,1226
postal_code_M2W,0.2258973834727779,0.2258973834727779,1227
postal_code_B1T,-0.2255568625354257,0.2255568625354257,1228
postal_code_P1V,0.22543519362928743,0.22543519362928743,1229
postal_code_L8A,-0.22519436431923634,0.22519436431923634,1230
postal_code_S6T,-0.2251569985986973,0.2251569985986973,1231
postal_code_P6R,-0.22513516773616163,0.22513516773616163,1232
postal_code_G5K,-0.22506706264521104,0.22506706264521104,1233
postal_code_P5W,0.22505688155309667,0.22505688155309667,1234
postal_code_E4O,-0.22491734880039876,0.22491734880039876,1235
postal_code_P8Z,-0.2247948318084466,0.2247948318084466,1236
postal_code_R8W,-0.2246426461705918,0.2246426461705918,1237
postal_code_K5H,0.2245163119376794,0.2245163119376794,1238
postal_code_K7X,0.22449056288029776,0.22449056288029776,1239
postal_code_K6S,-0.22408550311963188,0.22408550311963188,1240
postal_code_G9S,-0.22406450731822355,0.22406450731822355,1241
postal_code_J3W,-0.22380228203470393,0.22380228203470393,1242
postal_code_T3X,0.22369778742680724,0.22369778742680724,1243
postal_code_P7Y,0.22361412203397873,0.22361412203397873,1244
postal_code_A8T,-0.2234578278115876,0.2234578278115876,1245
postal_code_L6U,-0.2233570523098437,0.2233570523098437,1246
postal_code_G4N,0.22333953474876264,0.22333953474876264,1247
postal_code_E3Y,-0.22319369982570295,0.22319369982570295,1248
postal_code_G4U,-0.2230530316737261,0.2230530316737261,1249
postal_code_L5R,-0.22303126903854967,0.22303126903854967,1250
postal_code_J2X,0.22292145180321038,0.22292145180321038,1251
postal_code_M6J,-0.22284269119511704,0.22284269119511704,1252
postal_code_V9R,-0.22283695826552308,0.22283695826552308,1253
postal_code_H1R,-0.22274777360812253,0.22274777360812253,1254
postal_code_T3D,-0.2226412923031461,0.2226412923031461,1255
postal_code_N8T,-0.22260473148274607,0.22260473148274607,1256
postal_code_A2B,0.22256154880873602,0.22256154880873602,1257
postal_code_R8K,0.22250526374196394,0.22250526374196394,1258
postal_code_A1R,-0.22246709591727462,0.22246709591727462,1259
postal_code_H9B,-0.22240699180695578,0.22240699180695578,1260
postal_code_J2L,0.2223762581556133,0.2223762581556133,1261
postal_code_E6J,-0.22202221302816955,0.22202221302816955,1262
postal_code_E7X,-0.22200739797841937,0.22200739797841937,1263
claim_type_Injury,0.2218876057149976,0.2218876057149976,1264
postal_code_G2T,-0.2218423535699797,0.2218423535699797,1265
postal_code_S5L,-0.221602336193517,0.221602336193517,1266
postal_code_J5S,-0.22154217517592145,0.22154217517592145,1267
postal_code_M4T,-0.22149490210783593,0.22149490210783593,1268
postal_code_M5V,0.22148368973256455,0.22148368973256455,1269
postal_code_H9G,-0.22139789072819058,0.22139789072819058,1270
postal_code_P8Q,-0.22131209934220325,0.22131209934220325,1271
postal_code_H6L,-0.22129461800215017,0.22129461800215017,1272
postal_code_G7I,0.22119533357413312,0.22119533357413312,1273
postal_code_B2G,0.22117562271237076,0.22117562271237076,1274
postal_code_L3D,-0.22082842112251222,0.22082842112251222,1275
postal_code_L9X,-0.2207124603910165,0.2207124603910165,1276
postal_code_C9A,-0.22066186556013334,0.22066186556013334,1277
postal_code_J5X,0.2204928746158029,0.2204928746158029,1278
postal_code_V1W,-0.22021707765422133,0.22021707765422133,1279
postal_code_L3A,-0.22019844972953428,0.22019844972953428,1280
postal_code_N4E,-0.22007303905758854,0.22007303905758854,1281
postal_code_T4R,0.21983746094194867,0.21983746094194867,1282
postal_code_P9X,-0.21976318912024992,0.21976318912024992,1283
postal_code_J9E,-0.21975378278822852,0.21975378278822852,1284
postal_code_J6Q,-0.21973623751884663,0.21973623751884663,1285
postal_code_K4S,-0.2197258650607803,0.2197258650607803,1286
postal_code_K4I,0.21968098973486766,0.21968098973486766,1287
postal_code_K9G,0.21961959815616744,0.21961959815616744,1288
postal_code_G1A,0.21928469564224534,0.21928469564224534,1289
