Feature,LASSO_Coefficient,LASSO_AbsCoeff,LASSO_Rank,Ridge_Coefficient,Ridge_AbsCoeff,Ridge_Rank,ElasticNet_Coefficient,ElasticNet_AbsCoeff,ElasticNet_Rank,Average_Rank,Rank_Difference
postal_code_P6D,0.0,0.0,506,0.2958283185461487,0.2958283185461487,721,0.17960992823581595,0.17960992823581595,976,734.3333333333334,470
postal_code_R8L,0.0,0.0,1680,0.5662452834863251,0.5662452834863251,159,0.510360369203709,0.510360369203709,365,734.6666666666666,1521
postal_code_K2R,0.10061100146388736,0.10061100146388736,386,0.2159673134202656,0.2159673134202656,1319,0.41079576819004515,0.41079576819004515,501,735.3333333333334,933
postal_code_L2K,0.09408678613899847,0.09408678613899847,394,0.21765514301640693,0.21765514301640693,1301,0.40462346899811413,0.40462346899811413,515,736.6666666666666,907
postal_code_S8G,0.0,0.0,1867,0.8653580344082298,0.8653580344082298,46,0.5756234841455786,0.5756234841455786,302,738.3333333333334,1821
postal_code_M4K,0.0,0.0,918,-0.3518587447018412,0.3518587447018412,459,-0.2424656342798555,0.2424656342798555,840,739.0,459
postal_code_A2U,0.0,0.0,1466,0.7220030193177165,0.7220030193177165,87,0.32911298774476655,0.32911298774476655,665,739.3333333333334,1379
postal_code_V7K,-0.181626389452723,0.181626389452723,343,-0.1967926972247442,0.1967926972247442,1502,-0.5033322006791439,0.5033322006791439,380,741.6666666666666,1159
postal_code_P4O,0.0,0.0,468,-0.2565274200360675,0.2565274200360675,968,-0.2624956974984607,0.2624956974984607,790,742.0,500
postal_code_P4T,0.0,0.0,479,-0.30431325298123096,0.30431325298123096,670,-0.14281042086758258,0.14281042086758258,1077,742.0,598
postal_code_M4Y,0.0,0.0,909,0.35653431047071565,0.35653431047071565,448,0.2224293092285381,0.2224293092285381,878,745.0,461
postal_code_S4Q,0.0,0.0,1840,0.6108260037180133,0.6108260037180133,121,0.5953060237489132,0.5953060237489132,278,746.3333333333334,1719
postal_code_A8E,0.0,0.0,557,0.3038626489071457,0.3038626489071457,673,0.1687128624933365,0.1687128624933365,1010,746.6666666666666,453
postal_code_J2K,0.00759583418080427,0.00759583418080427,455,0.23074338660714794,0.23074338660714794,1186,0.36263137597217304,0.36263137597217304,602,747.6666666666666,731
postal_code_A6Q,0.0,0.0,752,-0.47908256789268205,0.47908256789268205,233,-0.07257668860666694,0.07257668860666694,1260,748.3333333333334,1027
postal_code_N4O,0.0,0.0,1143,-0.31112401760182995,0.31112401760182995,638,-0.42919165174707735,0.42919165174707735,465,748.6666666666666,678
postal_code_G7I,0.06406707563034646,0.06406707563034646,405,0.22119533357413312,0.22119533357413312,1273,0.3792421188656058,0.3792421188656058,570,749.3333333333334,868
postal_code_N4Y,0.0,0.0,1152,0.34590984582040135,0.34590984582040135,472,0.34737892601199805,0.34737892601199805,626,750.0,680
postal_code_T5E,0.0,0.0,1266,0.37273120966893153,0.37273120966893153,408,0.3749335372138927,0.3749335372138927,578,750.6666666666666,858
postal_code_A6B,0.0,0.0,1723,0.578225785520385,0.578225785520385,148,0.49878911553780586,0.49878911553780586,386,752.3333333333334,1575
postal_code_R2O,0.0,0.0,615,0.298800140666285,0.298800140666285,704,0.1966026112279234,0.1966026112279234,938,752.3333333333334,323
postal_code_T9B,0.0,0.0,1174,-0.3274148319315568,0.3274148319315568,546,-0.3916677715024036,0.3916677715024036,541,753.6666666666666,633
postal_code_S2T,0.0,0.0,1616,0.5271468210406458,0.5271468210406458,189,0.4330688291947259,0.4330688291947259,461,755.3333333333334,1427
postal_code_V8R,0.06301771167974757,0.06301771167974757,406,0.21648856671699765,0.21648856671699765,1313,0.38857423912871153,0.38857423912871153,550,756.3333333333334,907
postal_code_P5W,0.020142711578607697,0.020142711578607697,439,0.22505688155309667,0.22505688155309667,1234,0.36388074620120503,0.36388074620120503,599,757.3333333333334,795
postal_code_H5V,0.16183949686299484,0.16183949686299484,356,0.19929785258747004,0.19929785258747004,1474,0.4431708815823947,0.4431708815823947,444,758.0,1118
postal_code_T8B,0.0,0.0,1197,0.36434142435733274,0.36434142435733274,429,0.3293931443867194,0.3293931443867194,663,763.0,768
postal_code_T7Q,0.0,0.0,1187,0.35825177332188113,0.35825177332188113,447,0.33209370061134846,0.33209370061134846,657,763.6666666666666,740
postal_code_N9T,0.0,0.0,795,-0.26797608140419465,0.26797608140419465,899,-0.3641254671586875,0.3641254671586875,598,764.0,301
postal_code_B7U,0.0,0.0,2025,0.8931762863009263,0.8931762863009263,39,0.6591184266571617,0.6591184266571617,232,765.3333333333334,1986
postal_code_B1W,0.0,0.0,899,-0.3020902277910525,0.3020902277910525,687,-0.3046250302427675,0.3046250302427675,710,765.3333333333334,212
postal_code_S1T,0.0,0.0,1545,0.44755165710314176,0.44755165710314176,269,0.4150350853530203,0.4150350853530203,492,768.6666666666666,1276
postal_code_V5O,-0.16456867412590323,0.16456867412590323,354,-0.1899222770365142,0.1899222770365142,1571,-0.4972370214836394,0.4972370214836394,388,771.0,1217
postal_code_S6Z,0.0,0.0,1884,0.5814091497180625,0.5814091497180625,142,0.5823397628546926,0.5823397628546926,292,772.6666666666666,1742
postal_code_M5D,0.0,0.0,890,-0.28865558580940837,0.28865558580940837,763,-0.32706329126307054,0.32706329126307054,668,773.6666666666666,222
postal_code_P2W,0.0,0.0,593,-0.29035597919156975,0.29035597919156975,752,-0.17875379713716016,0.17875379713716016,979,774.6666666666666,386
postal_code_T8E,-0.015814669867349362,0.015814669867349362,442,-0.20161006183935534,0.20161006183935534,1452,-0.45359294933728667,0.45359294933728667,432,775.3333333333334,1020
postal_code_M7V,0.0,0.0,885,-0.33300599261576325,0.33300599261576325,524,-0.20299575817817078,0.20299575817817078,922,777.0,398
postal_code_R4B,0.0,0.0,699,0.35918785173994017,0.35918785173994017,442,0.09909781418713894,0.09909781418713894,1193,778.0,751
postal_code_R9W,0.0,0.0,1575,0.5099407336849572,0.5099407336849572,202,0.3836877160353341,0.3836877160353341,562,779.6666666666666,1373
postal_code_J9V,0.05746447381094513,0.05746447381094513,413,0.2109142620318201,0.2109142620318201,1360,0.38002072958526617,0.38002072958526617,569,780.6666666666666,947
postal_code_M4Z,0.0,0.0,888,-0.27860486865663103,0.27860486865663103,829,-0.3468395168279093,0.3468395168279093,627,781.3333333333334,261
postal_code_N5O,0.0,0.0,1123,0.34590224224856747,0.34590224224856747,473,0.27989886682700693,0.27989886682700693,749,781.6666666666666,650
postal_code_K7S,0.10898424206106413,0.10898424206106413,380,0.19941737839755594,0.19941737839755594,1471,0.40869176833676707,0.40869176833676707,506,785.6666666666666,1091
postal_code_T8J,0.0,0.0,1204,0.31216671055716105,0.31216671055716105,634,0.40245585136988365,0.40245585136988365,520,786.0,684
postal_code_K8N,-0.00560062349247577,0.00560062349247577,459,-0.20786632247797496,0.20786632247797496,1387,-0.4056771923338752,0.4056771923338752,512,786.0,928
postal_code_S6P,0.0,0.0,1830,0.5482057338284966,0.5482057338284966,177,0.509211266943184,0.509211266943184,369,792.0,1653
postal_code_T3C,0.0,0.0,1772,0.5312468925301566,0.5312468925301566,185,0.45473813883896413,0.45473813883896413,430,795.6666666666666,1587
postal_code_P6Y,0.0,0.0,736,-0.31652271908890284,0.31652271908890284,609,-0.1543352621975268,0.1543352621975268,1043,796.0,434
postal_code_L7H,0.09584432549847925,0.09584432549847925,392,0.19767843598062368,0.19767843598062368,1491,0.40925339947506273,0.40925339947506273,505,796.0,1099
postal_code_N7M,0.0,0.0,988,-0.2753601548934705,0.2753601548934705,853,-0.3820240479241094,0.3820240479241094,565,802.0,423
postal_code_P7N,0.0,0.0,704,0.2600370374104884,0.2600370374104884,940,0.27254011455571236,0.27254011455571236,766,803.3333333333334,236
postal_code_N7A,0.23346501676989445,0.23346501676989445,314,0.18713588527403555,0.18713588527403555,1593,0.4100551296372694,0.4100551296372694,503,803.3333333333334,1279
postal_code_B7J,0.0,0.0,2090,0.6382862326407883,0.6382862326407883,110,0.6858175166812251,0.6858175166812251,211,803.6666666666666,1980
postal_code_R7H,0.0,0.0,1702,0.4995831529308855,0.4995831529308855,216,0.41151186483756086,0.41151186483756086,496,804.6666666666666,1486
postal_code_R7A,0.0,0.0,1672,0.4846759090634028,0.4846759090634028,227,0.4034334457878856,0.4034334457878856,518,805.6666666666666,1445
postal_code_S4G,0.0,0.0,1625,0.41251479897444726,0.41251479897444726,329,0.4258638541949072,0.4258638541949072,470,808.0,1296
postal_code_P4N,0.0,0.0,466,0.2721279414112036,0.2721279414112036,874,0.14040771700233615,0.14040771700233615,1084,808.0,618
postal_code_R9F,0.0,0.0,1560,0.4676574944024225,0.4676574944024225,248,0.3544075041902741,0.3544075041902741,616,808.0,1312
postal_code_A2O,0.0,0.0,1481,0.370935361219284,0.370935361219284,414,0.3959265059939881,0.3959265059939881,532,809.0,1067
postal_code_P4X,0.0,0.0,467,-0.23320793863037934,0.23320793863037934,1161,-0.25932582737443455,0.25932582737443455,800,809.3333333333334,694
postal_code_G4W,0.0,0.0,2005,0.8287600055626443,0.8287600055626443,58,0.510018241661716,0.510018241661716,366,809.6666666666666,1947
postal_code_M8U,0.0,0.0,797,-0.4139996555220893,0.4139996555220893,323,-0.05393765912711905,0.05393765912711905,1311,810.3333333333334,988
postal_code_T7E,-0.03717435829800461,0.03717435829800461,428,-0.19233951889280446,0.19233951889280446,1544,-0.43048239949114275,0.43048239949114275,464,812.0,1116
postal_code_P9Q,0.0,0.0,757,-0.2494091761358331,0.2494091761358331,1023,-0.3310275916321116,0.3310275916321116,660,813.3333333333334,363
postal_code_T1T,-0.1777314052031452,0.1777314052031452,344,-0.18438962407584142,0.18438962407584142,1627,-0.4270767727086154,0.4270767727086154,469,813.3333333333334,1283
postal_code_M5G,0.0,0.0,893,-0.2818875761298436,0.2818875761298436,812,-0.2870714911338547,0.2870714911338547,738,814.3333333333334,155
postal_code_P1V,0.0,0.0,521,0.22543519362928743,0.22543519362928743,1229,0.3149603025705542,0.3149603025705542,693,814.3333333333334,708
postal_code_N9B,0.0,0.0,1028,-0.31202327473725616,0.31202327473725616,636,-0.26415450289089354,0.26415450289089354,786,816.6666666666666,392
postal_code_A9C,0.0,0.0,1150,0.3665745103952731,0.3665745103952731,422,0.2217630269070943,0.2217630269070943,880,817.3333333333334,728
postal_code_N2Q,0.0,0.0,1095,0.33982976158772804,0.33982976158772804,505,0.23863710165217084,0.23863710165217084,853,817.6666666666666,590
postal_code_P2Y,0.0,0.0,595,0.2594260041558526,0.2594260041558526,948,0.20525725067999376,0.20525725067999376,916,819.6666666666666,353
postal_code_T1S,0.1917182391653799,0.1917182391653799,339,0.18708544800564153,0.18708544800564153,1594,0.39652199320873655,0.39652199320873655,528,820.3333333333334,1255
postal_code_H8I,0.0,0.0,2180,0.9124713384936792,0.9124713384936792,30,0.6386364532473084,0.6386364532473084,253,821.0,2150
postal_code_M5A,0.0,0.0,908,-0.3032814581671909,0.3032814581671909,678,-0.22206061004735153,0.22206061004735153,879,821.6666666666666,230
postal_code_T9E,0.0,0.0,1177,-0.2872824554818621,0.2872824554818621,774,-0.40229052888682626,0.40229052888682626,521,824.0,656
postal_code_P6Q,0.0,0.0,728,-0.23364086578656143,0.23364086578656143,1157,-0.3671677321879027,0.3671677321879027,589,824.6666666666666,568
postal_code_V2B,0.274610931850492,0.274610931850492,294,0.17589507963796608,0.17589507963796608,1720,0.43149576112742777,0.43149576112742777,462,825.3333333333334,1426
postal_code_R4A,0.0,0.0,698,0.27541450328859884,0.27541450328859884,852,0.1994713550448057,0.1994713550448057,927,825.6666666666666,229
postal_code_R5C,0.0,0.0,1055,0.28389607526271343,0.28389607526271343,798,0.3455981531603817,0.3455981531603817,631,828.0,424
postal_code_A3Q,0.0,0.0,1194,0.2968420249297594,0.2968420249297594,716,0.36624937087289866,0.36624937087289866,590,833.3333333333334,604
postal_code_T2T,0.10047397857185045,0.10047397857185045,388,0.18871156160296962,0.18871156160296962,1582,0.39567654564603805,0.39567654564603805,533,834.3333333333334,1194
postal_code_T3A,0.1466133850238273,0.1466133850238273,361,0.17793066006768188,0.17793066006768188,1701,0.4395595083375433,0.4395595083375433,448,836.6666666666666,1340
postal_code_P4Y,0.0,0.0,491,-0.22980123783046916,0.22980123783046916,1200,-0.24952113862109196,0.24952113862109196,827,839.3333333333334,709
postal_code_P7A,0.0,0.0,738,-0.24601124878074468,0.24601124878074468,1047,-0.2846192834277216,0.2846192834277216,740,841.6666666666666,309
postal_code_V1Y,0.0,0.0,1220,-0.28950696770488854,0.28950696770488854,759,-0.3887413334628743,0.3887413334628743,548,842.3333333333334,672
postal_code_M5X,0.0,0.0,931,-0.30114425220400254,0.30114425220400254,692,-0.20976050017158496,0.20976050017158496,904,842.3333333333334,239
postal_code_A2F,0.0,0.0,1450,-0.409679503349941,0.409679503349941,332,-0.27420205409563647,0.27420205409563647,761,847.6666666666666,1118
postal_code_P7M,0.0,0.0,724,-0.26008815444044525,0.26008815444044525,938,-0.2182268198754541,0.2182268198754541,886,849.3333333333334,214
postal_code_V8S,0.027457622791141414,0.027457622791141414,431,0.21050324044516047,0.21050324044516047,1364,0.27821163651450354,0.27821163651450354,754,849.6666666666666,933
postal_code_B7R,0.0,0.0,2042,0.7604937547188887,0.7604937547188887,82,0.46427146200387254,0.46427146200387254,426,850.0,1960
postal_code_R3U,0.0,0.0,692,0.27998842703304244,0.27998842703304244,825,0.15486708871886573,0.15486708871886573,1039,852.0,347
postal_code_V6J,0.08475284809935718,0.08475284809935718,397,0.1840341774249029,0.1840341774249029,1630,0.39604677740498206,0.39604677740498206,530,852.3333333333334,1233
postal_code_A8L,0.0,0.0,1046,-0.30381406861961413,0.30381406861961413,675,-0.24357417167104986,0.24357417167104986,838,853.0,371
postal_code_A8N,0.0,0.0,1063,-0.3308506695022767,0.3308506695022767,529,-0.1805425155998308,0.1805425155998308,974,855.3333333333334,534
postal_code_N3B,0.10050758056197087,0.10050758056197087,387,0.18044745764889714,0.18044745764889714,1674,0.40732017940605564,0.40732017940605564,508,856.3333333333334,1287
postal_code_T5A,0.0,0.0,1262,-0.30438540850865103,0.30438540850865103,668,-0.3358598430803228,0.3358598430803228,646,858.6666666666666,616
postal_code_S5M,0.0,0.0,1835,0.43328034773554247,0.43328034773554247,289,0.4365384250061615,0.4365384250061615,455,859.6666666666666,1546
postal_code_N5J,0.0,0.0,1118,-0.29647905675436326,0.29647905675436326,718,-0.2825355428804949,0.2825355428804949,744,860.0,400
postal_code_V6N,0.05514742893510828,0.05514742893510828,415,0.18911972822910966,0.18911972822910966,1577,0.3684300322147329,0.3684300322147329,588,860.0,1162
postal_code_V9V,0.0,0.0,1403,-0.29810878417759723,0.29810878417759723,710,-0.42726992222412963,0.42726992222412963,468,860.3333333333334,935
postal_code_S8T,0.0,0.0,1823,0.40791984047741614,0.40791984047741614,338,0.4542917202254344,0.4542917202254344,431,864.0,1485
postal_code_P5N,0.0,0.0,486,0.26864243771730256,0.26864243771730256,893,0.09021388203757226,0.09021388203757226,1217,865.3333333333334,731
postal_code_P1G,0.0,0.0,552,0.24335639584331717,0.24335639584331717,1073,0.1806131670267804,0.1806131670267804,973,866.0,521
postal_code_N9V,0.0,0.0,793,0.33916418182173214,0.33916418182173214,507,0.054915620154785176,0.054915620154785176,1307,869.0,800
postal_code_A8Y,0.0,0.0,1001,-0.28443178119160983,0.28443178119160983,791,-0.2513288958004615,0.2513288958004615,820,870.6666666666666,210
postal_code_R3Q,0.0,0.0,688,0.25272195614568627,0.25272195614568627,996,0.19520551091566085,0.19520551091566085,940,874.6666666666666,308
postal_code_V3X,0.011691228731885023,0.011691228731885023,447,0.18860849537958027,0.18860849537958027,1584,0.36473886191725935,0.36473886191725935,595,875.3333333333334,1137
postal_code_S4R,0.0,0.0,1841,0.5163693452937387,0.5163693452937387,201,0.36908778160875627,0.36908778160875627,586,876.0,1640
postal_code_T7F,0.29454185984518255,0.29454185984518255,279,0.16306512459898537,0.16306512459898537,1851,0.410855346532583,0.410855346532583,500,876.6666666666666,1572
postal_code_C7C,0.0,0.0,2328,0.8989489935576541,0.8989489935576541,38,0.6082412554174403,0.6082412554174403,266,877.3333333333334,2290
postal_code_T6B,0.0,0.0,1334,-0.2849748451439373,0.2849748451439373,788,-0.4058371157324077,0.4058371157324077,510,877.3333333333334,824
postal_code_V6C,0.14268570596551022,0.14268570596551022,364,0.167589338505724,0.167589338505724,1805,0.4287187701309799,0.4287187701309799,466,878.3333333333334,1441
postal_code_P5G,0.0,0.0,503,-0.36383528813389443,0.36383528813389443,431,0.0,0.0,1702,878.6666666666666,1271
postal_code_R7M,0.0,0.0,1707,0.4834295066729737,0.4834295066729737,230,0.312371673444709,0.312371673444709,700,879.0,1477
postal_code_N5R,0.0,0.0,1126,-0.32648664855904064,0.32648664855904064,553,-0.1882469048414282,0.1882469048414282,960,879.6666666666666,573
postal_code_R2K,0.0,0.0,612,0.48785206030854894,0.48785206030854894,224,0.0,0.0,1813,883.0,1589
postal_code_B1U,0.0,0.0,907,-0.3069461073920269,0.3069461073920269,656,-0.1369875246352077,0.1369875246352077,1094,885.6666666666666,438
postal_code_T6F,0.0,0.0,1338,-0.2904960268144056,0.2904960268144056,749,-0.37875728334554876,0.37875728334554876,573,886.6666666666666,765
postal_code_C5F,0.0,0.0,2447,0.9240923874811587,0.9240923874811587,26,0.7172126784911015,0.7172126784911015,189,887.3333333333334,2421
postal_code_N5A,0.0,0.0,1154,-0.262772624991929,0.262772624991929,920,-0.3660273264961464,0.3660273264961464,591,888.3333333333334,563
postal_code_E2Q,0.0,0.0,2345,0.8843373957329578,0.8843373957329578,41,0.5918353807226446,0.5918353807226446,281,889.0,2304
postal_code_V9G,0.0,0.0,1436,-0.30044517482076943,0.30044517482076943,696,-0.39391409609879313,0.39391409609879313,538,890.0,898
postal_code_N4R,0.0,0.0,1146,-0.31928892994330077,0.31928892994330077,591,-0.19713309554692696,0.19713309554692696,933,890.0,555
postal_code_M6W,0.0,0.0,954,-0.23954743486719313,0.23954743486719313,1108,-0.35689092808238787,0.35689092808238787,610,890.6666666666666,498
postal_code_B6P,0.0,0.0,2248,0.5796341992914591,0.5796341992914591,144,0.589863899271136,0.589863899271136,283,891.6666666666666,2104
postal_code_P2B,0.0,0.0,527,-0.21541198396983627,0.21541198396983627,1327,-0.24976438743363782,0.24976438743363782,825,893.0,800
postal_code_B8U,0.0,0.0,2418,0.9072215242899759,0.9072215242899759,34,0.6650803671584179,0.6650803671584179,227,893.0,2384
postal_code_V1J,-0.1075735784402076,0.1075735784402076,382,-0.16168952609726284,0.16168952609726284,1872,-0.4522133492174535,0.4522133492174535,434,896.0,1490
postal_code_S2P,0.0,0.0,1612,0.4158332567861909,0.4158332567861909,320,0.2772833451784392,0.2772833451784392,757,896.3333333333334,1292
postal_code_C7N,0.0,0.0,2296,0.835938911206729,0.835938911206729,55,0.5395462598335868,0.5395462598335868,340,897.0,2241
postal_code_R6N,0.0,0.0,1636,0.38142608061758804,0.38142608061758804,395,0.33063146655034764,0.33063146655034764,661,897.3333333333334,1241
postal_code_R6K,0.0,0.0,1634,-0.3266792423058629,0.3266792423058629,552,-0.4070639266014558,0.4070639266014558,509,898.3333333333334,1125
postal_code_V1U,0.0,0.0,1216,-0.28304665061028916,0.28304665061028916,803,-0.3184355182873599,0.3184355182873599,687,902.0,529
postal_code_R4M,0.0,0.0,662,-0.4207764828557191,0.4207764828557191,313,0.0,0.0,1740,905.0,1427
postal_code_E2D,0.0,0.0,2337,0.8127314227437713,0.8127314227437713,67,0.5611128241026812,0.5611128241026812,314,906.0,2270
postal_code_R3T,0.0,0.0,691,-0.3024989468589793,0.3024989468589793,684,-0.04172787971399674,0.04172787971399674,1344,906.3333333333334,660
postal_code_T6S,0.0,0.0,1304,-0.32699179693776276,0.32699179693776276,549,-0.22810773874812776,0.22810773874812776,870,907.6666666666666,755
postal_code_H7U,0.0,0.0,2142,0.5300143214016961,0.5300143214016961,187,0.4925389900177021,0.4925389900177021,394,907.6666666666666,1955
postal_code_T8O,0.0,0.0,1162,-0.25757981929578416,0.25757981929578416,957,-0.35855226752109,0.35855226752109,607,908.6666666666666,555
postal_code_A1U,0.0,0.0,1500,0.3477291479651977,0.3477291479651977,467,0.27589103861448044,0.27589103861448044,760,909.0,1033
postal_code_B8V,0.0,0.0,2419,0.8735615266912287,0.8735615266912287,44,0.6070814890335359,0.6070814890335359,267,910.0,2375
postal_code_R3X,0.0,0.0,695,0.269599147570678,0.269599147570678,889,0.11736138306453879,0.11736138306453879,1147,910.3333333333334,452
postal_code_H4I,0.0,0.0,2269,0.819154219843609,0.819154219843609,63,0.48083581607228315,0.48083581607228315,406,912.6666666666666,2206
postal_code_C7I,0.0,0.0,2307,0.8176221112672483,0.8176221112672483,64,0.5095124774924276,0.5095124774924276,368,913.0,2243
postal_code_M5C,0.16586221082266236,0.16586221082266236,352,0.16971614994739653,0.16971614994739653,1780,0.35821834643275713,0.35821834643275713,608,913.3333333333334,1428
postal_code_G7Z,0.0,0.0,1942,0.658169448190114,0.658169448190114,104,0.3134348118570192,0.3134348118570192,697,914.3333333333334,1838
postal_code_R1F,0.0,0.0,702,-0.31716836272004356,0.31716836272004356,600,-0.00823749266650485,0.00823749266650485,1448,916.6666666666666,848
postal_code_C6U,0.0,0.0,2319,0.603405216533937,0.603405216533937,131,0.5712319140486294,0.5712319140486294,304,918.0,2188
postal_code_V3N,-0.03787811180757405,0.03787811180757405,427,-0.1835149463697045,0.1835149463697045,1639,-0.31784759174859306,0.31784759174859306,688,918.0,1212
postal_code_N8L,0.004597843786051912,0.004597843786051912,460,0.18067287322150657,0.18067287322150657,1672,0.34875325616750047,0.34875325616750047,623,918.3333333333334,1212
postal_code_P4L,0.0,0.0,488,-0.22996333975274474,0.22996333975274474,1198,-0.14230370404392803,0.14230370404392803,1079,921.6666666666666,710
postal_code_V8A,0.0,0.0,1366,-0.26145648098062896,0.26145648098062896,933,-0.4286284506654371,0.4286284506654371,467,922.0,899
postal_code_C8F,0.0,0.0,2285,0.8078517415545616,0.8078517415545616,69,0.4758842339315505,0.4758842339315505,412,922.0,2216
postal_code_P9P,0.0,0.0,756,0.31707153698412477,0.31707153698412477,601,0.017748240532425512,0.017748240532425512,1418,925.0,817
postal_code_E9E,0.0,0.0,2499,0.9033964263506287,0.9033964263506287,37,0.6510589826133653,0.6510589826133653,243,926.3333333333334,2462
postal_code_N5N,0.0,0.0,1122,0.28400453778934426,0.28400453778934426,795,0.23292163509681632,0.23292163509681632,864,927.0,327
postal_code_E5Q,0.0,0.0,2588,0.9720547607400528,0.9720547607400528,18,0.7349097664232159,0.7349097664232159,175,927.0,2570
postal_code_R2U,0.0,0.0,621,0.2177645161749451,0.2177645161749451,1300,0.23538032926614816,0.23538032926614816,861,927.3333333333334,679
postal_code_P8D,0.0,0.0,719,-0.27680088761593236,0.27680088761593236,840,-0.08260628769060956,0.08260628769060956,1234,931.0,515
postal_code_R3D,0.0,0.0,653,-0.27426044470810257,0.27426044470810257,861,-0.06453307321794659,0.06453307321794659,1281,931.6666666666666,628
postal_code_N5W,0.0,0.0,1131,-0.2753509666588381,0.2753509666588381,854,-0.2545234610627378,0.2545234610627378,814,933.0,317
postal_code_S6J,0.0,0.0,1826,0.4052815551757109,0.4052815551757109,342,0.34504402326431516,0.34504402326431516,632,933.3333333333334,1484
postal_code_C2F,0.0,0.0,2458,0.634031874637522,0.634031874637522,112,0.6560672705941154,0.6560672705941154,235,935.0,2346
postal_code_S6I,0.0,0.0,1825,0.3898316844076026,0.3898316844076026,380,0.3589365570743887,0.3589365570743887,606,937.0,1445
postal_code_R5A,0.0,0.0,676,-0.38989074396328643,0.38989074396328643,379,0.0,0.0,1760,938.3333333333334,1381
postal_code_C8I,0.0,0.0,2295,0.5801904638472494,0.5801904638472494,143,0.5048485585038367,0.5048485585038367,377,938.3333333333334,2152
postal_code_G2L,0.0,0.0,2561,0.9206847139038253,0.9206847139038253,27,0.6644926705553111,0.6644926705553111,228,938.6666666666666,2534
postal_code_R4W,0.0,0.0,672,0.28335496335198873,0.28335496335198873,800,0.04124172631185037,0.04124172631185037,1345,939.0,673
postal_code_N4B,0.0,0.0,1084,-0.23697649415412236,0.23697649415412236,1124,-0.35760348945102066,0.35760348945102066,609,939.0,515
postal_code_E2L,0.0,0.0,2342,0.5681601251485564,0.5681601251485564,155,0.553618387861336,0.553618387861336,323,940.0,2187
postal_code_N8R,0.0,0.0,1064,0.2875874807880165,0.2875874807880165,771,0.17606522497547195,0.17606522497547195,986,940.3333333333334,293
postal_code_P6G,0.0,0.0,510,-0.20780333091726128,0.20780333091726128,1389,-0.20241613972170405,0.20241613972170405,923,940.6666666666666,879
postal_code_C6B,0.0,0.0,2314,0.7712757209096125,0.7712757209096125,80,0.4618892636545335,0.4618892636545335,428,940.6666666666666,2234
postal_code_S1B,0.0,0.0,1556,0.42183875168326557,0.42183875168326557,310,0.18894782222333953,0.18894782222333953,957,941.0,1246
postal_code_P4U,0.0,0.0,478,-0.3005678090596196,0.3005678090596196,695,0.0,0.0,1652,941.6666666666666,1174
postal_code_H7G,0.0,0.0,2104,0.5065808477202349,0.5065808477202349,205,0.3997053101131913,0.3997053101131913,524,944.3333333333334,1899
postal_code_R7V,0.0,0.0,1713,0.4184015822136925,0.4184015822136925,315,0.25597722643295706,0.25597722643295706,811,946.3333333333334,1398
postal_code_R3K,0.0,0.0,683,-0.2597014231195459,0.2597014231195459,943,-0.09064426933304608,0.09064426933304608,1215,947.0,532
claim_type_Weather,-0.6994838820162215,0.6994838820162215,146,-0.11105726829950013,0.11105726829950013,2386,-0.5648294126220672,0.5648294126220672,310,947.3333333333334,2240
postal_code_A2E,0.0,0.0,1485,0.4061595202763785,0.4061595202763785,341,0.16251780517083772,0.16251780517083772,1020,948.6666666666666,1144
postal_code_B8P,0.0,0.0,2413,0.6046796309609339,0.6046796309609339,129,0.5696906343997914,0.5696906343997914,306,949.3333333333334,2284
postal_code_P9V,0.0,0.0,761,-0.2613211731370964,0.2613211731370964,934,-0.114359682992039,0.114359682992039,1154,949.6666666666666,393
postal_code_N6X,0.0,0.0,1019,-0.29292138291065684,0.29292138291065684,737,-0.13604285861914192,0.13604285861914192,1097,951.0,360
postal_code_R3S,0.0,0.0,690,-0.22779289773861597,0.22779289773861597,1212,-0.18982176361251812,0.18982176361251812,952,951.3333333333334,522
postal_code_P5R,0.0,0.0,492,-0.22772108378254396,0.22772108378254396,1214,-0.11570432715697151,0.11570432715697151,1150,952.0,722
postal_code_R5U,0.0,0.0,1665,0.32020334473052936,0.32020334473052936,588,0.35510277078497293,0.35510277078497293,614,955.6666666666666,1077
postal_code_A7A,0.0,0.0,721,-0.28069122783536277,0.28069122783536277,821,-0.050030449414656425,0.050030449414656425,1325,955.6666666666666,604
postal_code_E9Y,0.0,0.0,2496,0.8623562499240729,0.8623562499240729,48,0.5520016822922188,0.5520016822922188,324,956.0,2448
postal_code_P8Q,0.0,0.0,778,-0.22131209934220325,0.22131209934220325,1271,-0.25096721373801073,0.25096721373801073,824,957.6666666666666,493
postal_code_P8Z,0.0,0.0,787,-0.2247948318084466,0.2247948318084466,1236,-0.23810492977712044,0.23810492977712044,855,959.3333333333334,449
postal_code_S7M,0.0,0.0,1893,0.4183172470484501,0.4183172470484501,316,0.3251975525650512,0.3251975525650512,670,959.6666666666666,1577
postal_code_N2O,0.0,0.0,1069,0.3121775228385606,0.3121775228385606,633,0.1008839423693152,0.1008839423693152,1184,962.0,551
postal_code_E2K,0.0,0.0,2341,0.7892586992987269,0.7892586992987269,74,0.42374796075860977,0.42374796075860977,475,963.3333333333334,2267
postal_code_N6P,0.0,0.0,1011,-0.26440993398679596,0.26440993398679596,914,-0.18289932627985675,0.18289932627985675,968,964.3333333333334,97
