Feature,ElasticNet_Coefficient,ElasticNet_AbsCoeff,ElasticNet_Rank
postal_code_M6P,-0.4208081489409501,0.4208081489409501,478
postal_code_G8Q,0.42073437000498526,0.42073437000498526,479
postal_code_T9Q,0.4205748976133099,0.4205748976133099,480
postal_code_P4C,-0.4199967229401375,0.4199967229401375,481
postal_code_K5I,-0.4198712064360475,0.4198712064360475,482
postal_code_B8N,-0.4193145256239469,0.4193145256239469,483
postal_code_R7L,-0.4188504770121194,0.4188504770121194,484
postal_code_A9J,0.41753425892949697,0.41753425892949697,485
postal_code_G1A,0.4169239749741997,0.4169239749741997,486
postal_code_B8O,0.4168180677531715,0.4168180677531715,487
postal_code_N3S,-0.416654198838925,0.416654198838925,488
postal_code_T6N,0.4158373032605409,0.4158373032605409,489
postal_code_R2M,-0.41559563334774796,0.41559563334774796,490
postal_code_K8A,-0.4152394514621905,0.4152394514621905,491
postal_code_S1T,0.4150350853530203,0.4150350853530203,492
postal_code_K4P,-0.4148769054724987,0.4148769054724987,493
postal_code_M1W,0.41320351710550446,0.41320351710550446,494
postal_code_K1E,-0.41155597160533,0.41155597160533,495
postal_code_R7H,0.41151186483756086,0.41151186483756086,496
postal_code_G7D,-0.41123297022104777,0.41123297022104777,497
postal_code_G1T,-0.41120114956599296,0.41120114956599296,498
postal_code_A6V,0.41097999644733973,0.41097999644733973,499
postal_code_T7F,0.410855346532583,0.410855346532583,500
postal_code_K2R,0.41079576819004515,0.41079576819004515,501
postal_code_G3G,-0.41067062233693397,0.41067062233693397,502
postal_code_N7A,0.4100551296372694,0.4100551296372694,503
postal_code_G9G,-0.40940834044832686,0.40940834044832686,504
postal_code_L7H,0.40925339947506273,0.40925339947506273,505
postal_code_K7S,0.40869176833676707,0.40869176833676707,506
postal_code_G3C,0.4086359301625971,0.4086359301625971,507
postal_code_N3B,0.40732017940605564,0.40732017940605564,508
postal_code_R6K,-0.4070639266014558,0.4070639266014558,509
postal_code_T6B,-0.4058371157324077,0.4058371157324077,510
postal_code_T3R,0.405834413545153,0.405834413545153,511
postal_code_K8N,-0.4056771923338752,0.4056771923338752,512
postal_code_J3G,0.4051425035594965,0.4051425035594965,513
postal_code_J3E,0.4047437082977558,0.4047437082977558,514
postal_code_L2K,0.40462346899811413,0.40462346899811413,515
postal_code_T2U,-0.40461788776416496,0.40461788776416496,516
postal_code_P1O,-0.4041356415575683,0.4041356415575683,517
postal_code_R7A,0.4034334457878856,0.4034334457878856,518
postal_code_L3J,0.40295987410065165,0.40295987410065165,519
postal_code_T8J,0.40245585136988365,0.40245585136988365,520
postal_code_T9E,-0.40229052888682626,0.40229052888682626,521
postal_code_M9Q,0.4017978632130564,0.4017978632130564,522
postal_code_K6P,-0.4015881240261367,0.4015881240261367,523
postal_code_H7G,0.3997053101131913,0.3997053101131913,524
postal_code_G1Q,-0.39840605083072345,0.39840605083072345,525
postal_code_L7Z,-0.39673814026846765,0.39673814026846765,526
postal_code_P5F,0.3966992827261927,0.3966992827261927,527
postal_code_T1S,0.39652199320873655,0.39652199320873655,528
postal_code_L4O,-0.39604787842579864,0.39604787842579864,529
postal_code_V6J,0.39604677740498206,0.39604677740498206,530
postal_code_N3H,0.396017218825175,0.396017218825175,531
postal_code_A2O,0.3959265059939881,0.3959265059939881,532
postal_code_T2T,0.39567654564603805,0.39567654564603805,533
postal_code_G3R,-0.395535779376093,0.395535779376093,534
witness_present_Yes,-0.3948650541922723,0.3948650541922723,535
postal_code_K8R,-0.394555070315829,0.394555070315829,536
postal_code_V6B,0.3939890114233134,0.3939890114233134,537
postal_code_V9G,-0.39391409609879313,0.39391409609879313,538
claim_type_Theft,0.3938719930586731,0.3938719930586731,539
postal_code_M1E,0.3925777657979511,0.3925777657979511,540
postal_code_T9B,-0.3916677715024036,0.3916677715024036,541
postal_code_L5X,0.3913502363172079,0.3913502363172079,542
postal_code_J6K,-0.3911438872009529,0.3911438872009529,543
postal_code_N5S,0.391128686105849,0.391128686105849,544
postal_code_H4D,-0.3911201459033424,0.3911201459033424,545
postal_code_G6J,-0.39108687920127766,0.39108687920127766,546
postal_code_P5Q,0.38882869294430333,0.38882869294430333,547
postal_code_V1Y,-0.3887413334628743,0.3887413334628743,548
postal_code_J4A,0.38863874411879795,0.38863874411879795,549
postal_code_V8R,0.38857423912871153,0.38857423912871153,550
postal_code_P7Q,0.388522896657912,0.388522896657912,551
postal_code_L6R,-0.38847117033891876,0.38847117033891876,552
postal_code_T7A,-0.38831552396977487,0.38831552396977487,553
postal_code_J5T,-0.3878370707857522,0.3878370707857522,554
postal_code_J7F,-0.3873257007138182,0.3873257007138182,555
postal_code_G9E,-0.38701152089855856,0.38701152089855856,556
postal_code_A9U,0.3869226274842579,0.3869226274842579,557
postal_code_A6S,0.38679787434842133,0.38679787434842133,558
postal_code_B3D,0.38587503423562186,0.38587503423562186,559
postal_code_M5E,-0.3854549575585662,0.3854549575585662,560
postal_code_K5Y,0.38412565068499066,0.38412565068499066,561
postal_code_R9W,0.3836877160353341,0.3836877160353341,562
postal_code_T8T,0.38278110027260076,0.38278110027260076,563
postal_code_J4X,0.3827346695182995,0.3827346695182995,564
postal_code_N7M,-0.3820240479241094,0.3820240479241094,565
postal_code_L7M,-0.3812444902492563,0.3812444902492563,566
postal_code_V6U,0.38101174634768353,0.38101174634768353,567
postal_code_V3H,0.3808273699343555,0.3808273699343555,568
postal_code_J9V,0.38002072958526617,0.38002072958526617,569
postal_code_G7I,0.3792421188656058,0.3792421188656058,570
postal_code_M1F,-0.3788694283836682,0.3788694283836682,571
postal_code_H2V,0.3788051981142937,0.3788051981142937,572
postal_code_T6F,-0.37875728334554876,0.37875728334554876,573
postal_code_V1K,-0.37760949635965124,0.37760949635965124,574
postal_code_E2R,0.3772639747307536,0.3772639747307536,575
postal_code_V1Q,-0.3754560030979484,0.3754560030979484,576
postal_code_R6T,0.3751162291802318,0.3751162291802318,577
postal_code_T5E,0.3749335372138927,0.3749335372138927,578
postal_code_T2Z,-0.37421624414223265,0.37421624414223265,579
postal_code_K8X,-0.3736568545904006,0.3736568545904006,580
postal_code_B4A,0.37361883612590047,0.37361883612590047,581
postal_code_K4W,0.3730509154208088,0.3730509154208088,582
postal_code_P3G,0.3719650417086657,0.3719650417086657,583
postal_code_M8X,0.3717697888416127,0.3717697888416127,584
postal_code_J9G,-0.36985865081891334,0.36985865081891334,585
postal_code_S4R,0.36908778160875627,0.36908778160875627,586
postal_code_G8W,0.3686850277490243,0.3686850277490243,587
postal_code_V6N,0.3684300322147329,0.3684300322147329,588
postal_code_P6Q,-0.3671677321879027,0.3671677321879027,589
postal_code_A3Q,0.36624937087289866,0.36624937087289866,590
postal_code_N5A,-0.3660273264961464,0.3660273264961464,591
postal_code_V9S,-0.36599329990678164,0.36599329990678164,592
postal_code_P5M,-0.3655376510997095,0.3655376510997095,593
postal_code_J8F,-0.3649807745757409,0.3649807745757409,594
postal_code_V3X,0.36473886191725935,0.36473886191725935,595
postal_code_G5F,-0.36472915344509677,0.36472915344509677,596
postal_code_J2Y,0.36447429140914045,0.36447429140914045,597
postal_code_N9T,-0.3641254671586875,0.3641254671586875,598
postal_code_P5W,0.36388074620120503,0.36388074620120503,599
postal_code_K2E,0.3633272765364138,0.3633272765364138,600
postal_code_H9O,-0.36308386461833614,0.36308386461833614,601
postal_code_J2K,0.36263137597217304,0.36263137597217304,602
postal_code_V7R,-0.3594481416515284,0.3594481416515284,603
postal_code_E5G,0.3593131132578077,0.3593131132578077,604
postal_code_T2H,-0.3591357971633814,0.3591357971633814,605
postal_code_S6I,0.3589365570743887,0.3589365570743887,606
postal_code_T8O,-0.35855226752109,0.35855226752109,607
postal_code_M5C,0.35821834643275713,0.35821834643275713,608
postal_code_N4B,-0.35760348945102066,0.35760348945102066,609
postal_code_M6W,-0.35689092808238787,0.35689092808238787,610
postal_code_J1N,-0.3566587154740966,0.3566587154740966,611
postal_code_T4R,0.3562211362282866,0.3562211362282866,612
postal_code_T9S,-0.35601857727785285,0.35601857727785285,613
postal_code_R5U,0.35510277078497293,0.35510277078497293,614
postal_code_L3U,0.3549319786321644,0.3549319786321644,615
postal_code_R9F,0.3544075041902741,0.3544075041902741,616
postal_code_H8D,0.3538675095183202,0.3538675095183202,617
postal_code_E1O,0.3529091556728946,0.3529091556728946,618
postal_code_T2M,0.352767459509919,0.352767459509919,619
postal_code_T5X,-0.35068868062275527,0.35068868062275527,620
postal_code_A6Z,0.3495932781560572,0.3495932781560572,621
postal_code_E3H,-0.3488971379550042,0.3488971379550042,622
postal_code_N8L,0.34875325616750047,0.34875325616750047,623
postal_code_V6A,-0.34858256059373843,0.34858256059373843,624
postal_code_G4I,-0.34761471186750775,0.34761471186750775,625
postal_code_N4Y,0.34737892601199805,0.34737892601199805,626
postal_code_M4Z,-0.3468395168279093,0.3468395168279093,627
postal_code_J4F,-0.3463304180333086,0.3463304180333086,628
postal_code_P3C,-0.34587222227532427,0.34587222227532427,629
postal_code_J8L,-0.34573160587005347,0.34573160587005347,630
postal_code_R5C,0.3455981531603817,0.3455981531603817,631
postal_code_S6J,0.34504402326431516,0.34504402326431516,632
postal_code_L1H,0.3447840226842553,0.3447840226842553,633
postal_code_L6S,0.3446718151108758,0.3446718151108758,634
postal_code_M7Y,-0.3446365072430088,0.3446365072430088,635
postal_code_B5N,0.3445614927814626,0.3445614927814626,636
postal_code_P3W,0.342111391091274,0.342111391091274,637
postal_code_P6P,-0.3412147938586666,0.3412147938586666,638
postal_code_T9O,-0.3409475225565952,0.3409475225565952,639
postal_code_G8F,0.3406480254754918,0.3406480254754918,640
postal_code_K7Q,-0.33914177898035613,0.33914177898035613,641
postal_code_M7Z,0.3377811868857266,0.3377811868857266,642
postal_code_M3U,-0.3377728591043169,0.3377728591043169,643
postal_code_M2W,0.33720395329377034,0.33720395329377034,644
postal_code_B5O,0.33636490650467205,0.33636490650467205,645
postal_code_T5A,-0.3358598430803228,0.3358598430803228,646
postal_code_K8Y,-0.33510932867665,0.33510932867665,647
postal_code_L1S,0.3349912292340677,0.3349912292340677,648
postal_code_P4Z,0.33491405653559314,0.33491405653559314,649
postal_code_K1B,-0.33426923490502847,0.33426923490502847,650
postal_code_J9W,-0.3342019774307227,0.3342019774307227,651
postal_code_H5R,0.3338240793517182,0.3338240793517182,652
postal_code_V1W,-0.3332986299088269,0.3332986299088269,653
postal_code_L1W,0.33324349321358276,0.33324349321358276,654
postal_code_L6Y,-0.33284018015801997,0.33284018015801997,655
postal_code_T2L,-0.3323695076707391,0.3323695076707391,656
postal_code_T7Q,0.33209370061134846,0.33209370061134846,657
postal_code_P5S,-0.3319402431545613,0.3319402431545613,658
postal_code_K1I,-0.3311929775278637,0.3311929775278637,659
postal_code_P9Q,-0.3310275916321116,0.3310275916321116,660
postal_code_R6N,0.33063146655034764,0.33063146655034764,661
postal_code_L8D,0.3297416348482015,0.3297416348482015,662
postal_code_T8B,0.3293931443867194,0.3293931443867194,663
claim_amount,0.3293003512863418,0.3293003512863418,664
postal_code_A2U,0.32911298774476655,0.32911298774476655,665
postal_code_V8H,-0.32847892054929195,0.32847892054929195,666
postal_code_B3E,0.3284736858895771,0.3284736858895771,667
postal_code_M5D,-0.32706329126307054,0.32706329126307054,668
postal_code_G5J,0.32577881366479244,0.32577881366479244,669
postal_code_S7M,0.3251975525650512,0.3251975525650512,670
postal_code_G2M,0.3249766734350321,0.3249766734350321,671
postal_code_G7L,-0.32486168122088005,0.32486168122088005,672
postal_code_H2Y,0.32473539978253635,0.32473539978253635,673
postal_code_M6R,0.32418849219110174,0.32418849219110174,674
postal_code_G7G,-0.32412233254937795,0.32412233254937795,675
postal_code_M7E,0.32336134436202485,0.32336134436202485,676
postal_code_T6E,0.32282590513912884,0.32282590513912884,677
postal_code_V4N,-0.32188593239913477,0.32188593239913477,678
postal_code_G4F,-0.32180226154063285,0.32180226154063285,679
postal_code_P6N,0.3216145023087316,0.3216145023087316,680
postal_code_T1Q,0.32125432149048844,0.32125432149048844,681
postal_code_B9X,0.32123905019283644,0.32123905019283644,682
postal_code_J5L,-0.3206260111508881,0.3206260111508881,683
postal_code_T2Q,0.319571162505553,0.319571162505553,684
postal_code_P5V,0.31941172604730594,0.31941172604730594,685
postal_code_K8L,0.3192821888071959,0.3192821888071959,686
postal_code_V1U,-0.3184355182873599,0.3184355182873599,687
postal_code_V3N,-0.31784759174859306,0.31784759174859306,688
postal_code_A9W,0.317842092621521,0.317842092621521,689
postal_code_G5O,-0.3176565080857693,0.3176565080857693,690
postal_code_V9H,0.31587217694922143,0.31587217694922143,691
postal_code_V7T,-0.31533505340099394,0.31533505340099394,692
postal_code_P1V,0.3149603025705542,0.3149603025705542,693
postal_code_V3J,0.31448214423576387,0.31448214423576387,694
postal_code_V3V,0.31389779631273,0.31389779631273,695
postal_code_T3Z,-0.31381207623289575,0.31381207623289575,696
postal_code_G7Z,0.3134348118570192,0.3134348118570192,697
postal_code_T7Z,-0.3134123181558145,0.3134123181558145,698
postal_code_P8E,0.3125236125369005,0.3125236125369005,699
postal_code_R7M,0.312371673444709,0.312371673444709,700
postal_code_G9W,-0.31218772980118975,0.31218772980118975,701
postal_code_H3Z,0.3119941494801975,0.3119941494801975,702
postal_code_R2Q,0.3116247177280697,0.3116247177280697,703
postal_code_K6L,-0.3112658302321473,0.3112658302321473,704
postal_code_T9J,-0.3097073020478723,0.3097073020478723,705
postal_code_L3G,-0.30948488016872516,0.30948488016872516,706
postal_code_R1M,0.3091319656690141,0.3091319656690141,707
postal_code_K3B,-0.30752736623223564,0.30752736623223564,708
postal_code_H4J,-0.3067853540888796,0.3067853540888796,709
postal_code_B1W,-0.3046250302427675,0.3046250302427675,710
postal_code_H7N,-0.30320356426643796,0.30320356426643796,711
postal_code_M3Z,-0.3025761832281119,0.3025761832281119,712
postal_code_T7I,0.3010520948282271,0.3010520948282271,713
postal_code_G2B,-0.30024145046393347,0.30024145046393347,714
postal_code_T8P,-0.3002258903966858,0.3002258903966858,715
postal_code_R3J,-0.2991403952374955,0.2991403952374955,716
postal_code_R9C,0.2981515337716956,0.2981515337716956,717
postal_code_P6V,0.29802394300021995,0.29802394300021995,718
postal_code_T5O,-0.29779553637030376,0.29779553637030376,719
postal_code_H8C,0.2974591745864172,0.2974591745864172,720
postal_code_H2B,0.2973571447644826,0.2973571447644826,721
postal_code_T3U,0.29727064192234015,0.29727064192234015,722
postal_code_P8S,-0.2962146091606201,0.2962146091606201,723
postal_code_V5W,0.294350066949725,0.294350066949725,724
postal_code_L4Y,0.2938777634403347,0.2938777634403347,725
postal_code_B6G,0.29375019207905223,0.29375019207905223,726
postal_code_N4K,0.29369606925041997,0.29369606925041997,727
postal_code_G3W,-0.29341839142553855,0.29341839142553855,728
postal_code_P6U,-0.2926092908200352,0.2926092908200352,729
postal_code_G8E,0.29152213089416307,0.29152213089416307,730
postal_code_T7U,-0.2899141349379815,0.2899141349379815,731
postal_code_E4Q,0.28981961414016844,0.28981961414016844,732
postal_code_H9E,-0.28980790858780003,0.28980790858780003,733
postal_code_H2J,0.28807055652668007,0.28807055652668007,734
postal_code_T8X,0.28793529429315523,0.28793529429315523,735
postal_code_L7R,0.2877373760069843,0.2877373760069843,736
postal_code_S9I,-0.287284284679065,0.287284284679065,737
postal_code_M5G,-0.2870714911338547,0.2870714911338547,738
postal_code_T1V,-0.28542650041533485,0.28542650041533485,739
postal_code_P7A,-0.2846192834277216,0.2846192834277216,740
postal_code_K7J,-0.28422110764881575,0.28422110764881575,741
postal_code_K6J,-0.2841058810952624,0.2841058810952624,742
postal_code_H5C,-0.28308952569518747,0.28308952569518747,743
postal_code_N5J,-0.2825355428804949,0.2825355428804949,744
postal_code_H7L,0.28241685172358866,0.28241685172358866,745
postal_code_T2V,-0.2821430154725891,0.2821430154725891,746
postal_code_T4N,0.28104312127144715,0.28104312127144715,747
postal_code_L2Z,0.280130086330007,0.280130086330007,748
postal_code_N5O,0.27989886682700693,0.27989886682700693,749
postal_code_J5F,-0.2792632647431337,0.2792632647431337,750
postal_code_J9T,0.278604847871532,0.278604847871532,751
postal_code_J2A,-0.27857928534432946,0.27857928534432946,752
postal_code_T4C,0.278414772851491,0.278414772851491,753
postal_code_V8S,0.27821163651450354,0.27821163651450354,754
postal_code_V1C,0.2778474446859186,0.2778474446859186,755
postal_code_J8U,-0.277548873326939,0.277548873326939,756
postal_code_S2P,0.2772833451784392,0.2772833451784392,757
postal_code_T5U,-0.276606295691803,0.276606295691803,758
postal_code_M3O,0.2762286804544645,0.2762286804544645,759
postal_code_A1U,0.27589103861448044,0.27589103861448044,760
postal_code_A2F,-0.27420205409563647,0.27420205409563647,761
postal_code_N2J,0.2736277145809889,0.2736277145809889,762
postal_code_J8M,-0.2734587234847088,0.2734587234847088,763
postal_code_J9Q,-0.27311555607228366,0.27311555607228366,764
postal_code_L2T,-0.2729106270913381,0.2729106270913381,765
postal_code_P7N,0.27254011455571236,0.27254011455571236,766
postal_code_L9T,0.2721186688176789,0.2721186688176789,767
postal_code_T4L,-0.2719715266738116,0.2719715266738116,768
postal_code_B1D,-0.27194377636786793,0.27194377636786793,769
postal_code_H3T,-0.2716747236545768,0.2716747236545768,770
postal_code_P5C,0.2710527718643561,0.2710527718643561,771
postal_code_T9X,0.27104975807622356,0.27104975807622356,772
postal_code_V8Q,-0.27084886957234894,0.27084886957234894,773
postal_code_L6L,0.26991651913502224,0.26991651913502224,774
vehicle_use_Personal,-0.2693790241615029,0.2693790241615029,775
postal_code_T9T,0.26903904533754214,0.26903904533754214,776
postal_code_B3S,0.2687687886075028,0.2687687886075028,777
postal_code_L9Y,-0.2686334686162424,0.2686334686162424,778
postal_code_N1T,-0.2680307825798801,0.2680307825798801,779
postal_code_L9P,0.26800753046141723,0.26800753046141723,780
postal_code_H6S,-0.26790886553721105,0.26790886553721105,781
postal_code_L2Y,-0.2671104049776389,0.2671104049776389,782
postal_code_P6X,-0.2656542928696448,0.2656542928696448,783
postal_code_K2U,-0.26560429151738585,0.26560429151738585,784
postal_code_G7K,0.2648859795172419,0.2648859795172419,785
postal_code_N9B,-0.26415450289089354,0.26415450289089354,786
postal_code_J4G,0.2641422180007623,0.2641422180007623,787
postal_code_K2C,-0.2634822280456956,0.2634822280456956,788
postal_code_J4C,-0.26311855318008387,0.26311855318008387,789
postal_code_P4O,-0.2624956974984607,0.2624956974984607,790
postal_code_B1V,-0.26249465404388533,0.26249465404388533,791
postal_code_L3S,0.26215981146172357,0.26215981146172357,792
postal_code_V9R,-0.26163502861270843,0.26163502861270843,793
postal_code_R8D,0.26159066974955053,0.26159066974955053,794
postal_code_P2I,0.26138911962086164,0.26138911962086164,795
postal_code_K4Y,-0.26129487868972,0.26129487868972,796
postal_code_G5R,0.2607503608407393,0.2607503608407393,797
postal_code_E1I,-0.2605384204044526,0.2605384204044526,798
postal_code_R4G,0.26047443505933177,0.26047443505933177,799
postal_code_P4X,-0.25932582737443455,0.25932582737443455,800
postal_code_L9C,-0.2592630490291014,0.2592630490291014,801
postal_code_J8Z,-0.2590697073054429,0.2590697073054429,802
previous_claims,0.2588363098470443,0.2588363098470443,803
postal_code_J6F,-0.25860094056696714,0.25860094056696714,804
postal_code_B2S,0.25832523718919437,0.25832523718919437,805
postal_code_G1J,-0.2581368062680594,0.2581368062680594,806
postal_code_J8N,-0.25796157645524087,0.25796157645524087,807
years_licensed,-0.25730546490360207,0.25730546490360207,808
postal_code_V5H,-0.25694211294300895,0.25694211294300895,809
postal_code_V6S,-0.2566882184836256,0.2566882184836256,810
postal_code_R7V,0.25597722643295706,0.25597722643295706,811
postal_code_S1D,0.2559118359900551,0.2559118359900551,812
postal_code_L1T,-0.25505823590153803,0.25505823590153803,813
postal_code_N5W,-0.2545234610627378,0.2545234610627378,814
postal_code_V9B,-0.25442795168425236,0.25442795168425236,815
postal_code_R3V,0.25428800322457723,0.25428800322457723,816
postal_code_V6L,-0.2541303608124809,0.2541303608124809,817
postal_code_K7A,0.2536805091882716,0.2536805091882716,818
postal_code_K7U,-0.25209885332700177,0.25209885332700177,819
postal_code_A8Y,-0.2513288958004615,0.2513288958004615,820
postal_code_V5X,-0.25129869031812074,0.25129869031812074,821
postal_code_J1X,-0.2512970344505214,0.2512970344505214,822
postal_code_L8O,-0.2511286490737195,0.2511286490737195,823
postal_code_P8Q,-0.25096721373801073,0.25096721373801073,824
postal_code_P2B,-0.24976438743363782,0.24976438743363782,825
postal_code_G6X,-0.24965816980744465,0.24965816980744465,826
postal_code_P4Y,-0.24952113862109196,0.24952113862109196,827
postal_code_J2Q,0.24927758527661065,0.24927758527661065,828
postal_code_T7H,0.24864113086022954,0.24864113086022954,829
postal_code_P9O,0.24854954321061806,0.24854954321061806,830
postal_code_L5V,0.24822396243133887,0.24822396243133887,831
postal_code_H3L,-0.24687712873306772,0.24687712873306772,832
postal_code_T3L,-0.24630438289501927,0.24630438289501927,833
postal_code_E9Z,0.24465547802315324,0.24465547802315324,834
postal_code_S1Q,0.2444619497919088,0.2444619497919088,835
postal_code_J9N,-0.24396639948918208,0.24396639948918208,836
postal_code_H5D,-0.2438100622010549,0.2438100622010549,837
postal_code_A8L,-0.24357417167104986,0.24357417167104986,838
postal_code_M1D,-0.2431984598241012,0.2431984598241012,839
postal_code_M4K,-0.2424656342798555,0.2424656342798555,840
postal_code_S9N,0.2421933501697029,0.2421933501697029,841
postal_code_L2V,-0.24216135697634658,0.24216135697634658,842
postal_code_J6Q,-0.24211097180525173,0.24211097180525173,843
postal_code_J3W,-0.2407116546768817,0.2407116546768817,844
postal_code_H6U,0.2406159097246029,0.2406159097246029,845
postal_code_J8C,0.2403661780434598,0.2403661780434598,846
postal_code_J7Y,0.24020165286621512,0.24020165286621512,847
postal_code_G2D,-0.24013832529901447,0.24013832529901447,848
postal_code_T8A,0.2397496302819906,0.2397496302819906,849
postal_code_H5S,-0.23922797587193745,0.23922797587193745,850
postal_code_E8Q,0.23916627568199508,0.23916627568199508,851
postal_code_V5T,-0.23906360379769662,0.23906360379769662,852
postal_code_N2Q,0.23863710165217084,0.23863710165217084,853
postal_code_L7B,-0.23834459224427945,0.23834459224427945,854
postal_code_P8Z,-0.23810492977712044,0.23810492977712044,855
postal_code_V7D,0.2380818549197938,0.2380818549197938,856
postal_code_G9A,-0.2378644124729736,0.2378644124729736,857
postal_code_T7M,-0.23767085169892782,0.23767085169892782,858
postal_code_K5S,0.2376254533599698,0.2376254533599698,859
postal_code_E3B,0.23624381357597257,0.23624381357597257,860
postal_code_R2U,0.23538032926614816,0.23538032926614816,861
postal_code_J9A,-0.2346545145209594,0.2346545145209594,862
postal_code_E2P,0.2338119181401569,0.2338119181401569,863
postal_code_N5N,0.23292163509681632,0.23292163509681632,864
postal_code_H2M,-0.23126089196229757,0.23126089196229757,865
postal_code_H9Y,-0.23048172238523656,0.23048172238523656,866
postal_code_R4U,-0.23046656871832777,0.23046656871832777,867
postal_code_H4S,0.23026324518127386,0.23026324518127386,868
postal_code_S4M,-0.22824268178463475,0.22824268178463475,869
postal_code_T6S,-0.22810773874812776,0.22810773874812776,870
postal_code_M3Q,0.22808961561365496,0.22808961561365496,871
postal_code_J2O,-0.22758754302129025,0.22758754302129025,872
postal_code_J9M,-0.2275376562845188,0.2275376562845188,873
postal_code_L8U,0.22748754717133352,0.22748754717133352,874
postal_code_N7S,-0.22672978219436166,0.22672978219436166,875
postal_code_L7T,-0.226492313988818,0.226492313988818,876
postal_code_T9P,-0.22366535031392068,0.22366535031392068,877
postal_code_M4Y,0.2224293092285381,0.2224293092285381,878
postal_code_M5A,-0.22206061004735153,0.22206061004735153,879
postal_code_A9C,0.2217630269070943,0.2217630269070943,880
postal_code_M8W,0.2217451379329958,0.2217451379329958,881
postal_code_G1G,0.22099630976230308,0.22099630976230308,882
postal_code_V1F,0.22020241901295473,0.22020241901295473,883
postal_code_M3M,-0.21886576059818208,0.21886576059818208,884
postal_code_G8K,-0.21836527132052297,0.21836527132052297,885
postal_code_P7M,-0.2182268198754541,0.2182268198754541,886
postal_code_T2I,-0.2175509113083188,0.2175509113083188,887
postal_code_G7S,-0.21646314959892193,0.21646314959892193,888
postal_code_J8T,-0.21626290019239744,0.21626290019239744,889
postal_code_S4Y,0.21595117932228625,0.21595117932228625,890
postal_code_K5D,0.2158121375681819,0.2158121375681819,891
postal_code_T8Z,0.2157275006322376,0.2157275006322376,892
postal_code_J1I,-0.2152906506472137,0.2152906506472137,893
postal_code_V3I,0.21527378485211981,0.21527378485211981,894
postal_code_L6J,-0.21511794126911812,0.21511794126911812,895
postal_code_M7U,-0.21438198888036056,0.21438198888036056,896
postal_code_E7M,0.2141675091550443,0.2141675091550443,897
postal_code_B2I,0.2133432520934617,0.2133432520934617,898
postal_code_L8F,0.21232508200182038,0.21232508200182038,899
postal_code_H5P,-0.21176025423939784,0.21176025423939784,900
postal_code_G2G,0.21118443212099866,0.21118443212099866,901
postal_code_T4K,0.21056913662174565,0.21056913662174565,902
postal_code_L1N,-0.21021474619379124,0.21021474619379124,903
postal_code_M5X,-0.20976050017158496,0.20976050017158496,904
postal_code_P9C,-0.20951711185403005,0.20951711185403005,905
postal_code_T4G,0.2089333304264102,0.2089333304264102,906
postal_code_V7P,0.2089097975247863,0.2089097975247863,907
postal_code_H2O,-0.20872281403677836,0.20872281403677836,908
postal_code_R1V,0.2077536798123912,0.2077536798123912,909
postal_code_K9N,-0.2067812190193622,0.2067812190193622,910
postal_code_P9K,0.20676022995072296,0.20676022995072296,911
postal_code_J2L,0.20654991461973954,0.20654991461973954,912
province_MB,-0.20602335874368619,0.20602335874368619,913
postal_code_V7V,0.20567709408981363,0.20567709408981363,914
postal_code_J9B,-0.2055814674838573,0.2055814674838573,915
postal_code_P2Y,0.20525725067999376,0.20525725067999376,916
postal_code_V4I,0.20520308661684047,0.20520308661684047,917
postal_code_L6O,0.20494603773640963,0.20494603773640963,918
postal_code_M1M,-0.20398395149628595,0.20398395149628595,919
postal_code_T1Z,-0.2033011788978329,0.2033011788978329,920
postal_code_V8M,0.20323303616741095,0.20323303616741095,921
postal_code_M7V,-0.20299575817817078,0.20299575817817078,922
postal_code_P6G,-0.20241613972170405,0.20241613972170405,923
postal_code_L2M,0.2020218743145819,0.2020218743145819,924
postal_code_H7A,-0.20114922124558077,0.20114922124558077,925
postal_code_K6S,-0.20075752382468373,0.20075752382468373,926
postal_code_R4A,0.1994713550448057,0.1994713550448057,927
postal_code_P2D,0.19874580959121882,0.19874580959121882,928
postal_code_N8M,0.19837377622955205,0.19837377622955205,929
police_report_filed_Yes,-0.198315456252826,0.198315456252826,930
postal_code_L6P,-0.19782113555616843,0.19782113555616843,931
postal_code_V6H,-0.19760703570993163,0.19760703570993163,932
postal_code_N4R,-0.19713309554692696,0.19713309554692696,933
postal_code_J2X,0.1968257542075888,0.1968257542075888,934
postal_code_T6K,-0.1967903170111372,0.1967903170111372,935
postal_code_N8P,-0.196737883142656,0.196737883142656,936
postal_code_G2P,0.1966443736116038,0.1966443736116038,937
postal_code_R2O,0.1966026112279234,0.1966026112279234,938
postal_code_S8E,0.1956174615731165,0.1956174615731165,939
postal_code_R3Q,0.19520551091566085,0.19520551091566085,940
postal_code_L3M,-0.19502235458643338,0.19502235458643338,941
postal_code_P4P,-0.19471039129688966,0.19471039129688966,942
postal_code_N1I,-0.19440411159036589,0.19440411159036589,943
postal_code_H2U,0.19360003949067867,0.19360003949067867,944
postal_code_V6Q,-0.1927819746717432,0.1927819746717432,945
postal_code_L4G,0.19276918313945512,0.19276918313945512,946
postal_code_J6T,-0.19248731565660443,0.19248731565660443,947
postal_code_R2C,0.19192686114236832,0.19192686114236832,948
postal_code_L8W,-0.19162142295808252,0.19162142295808252,949
postal_code_R7C,-0.19104217742721835,0.19104217742721835,950
