Feature,LASSO_Coefficient,LASSO_AbsCoeff,LASSO_Rank
postal_code_A7H,0.0,0.0,483
postal_code_P5L,0.0,0.0,484
postal_code_P6A,0.0,0.0,485
postal_code_P5N,0.0,0.0,486
postal_code_P5O,0.0,0.0,487
postal_code_P4L,0.0,0.0,488
postal_code_P5P,0.0,0.0,489
postal_code_P5Y,0.0,0.0,490
postal_code_P4Y,0.0,0.0,491
postal_code_P5R,0.0,0.0,492
postal_code_P5S,0.0,0.0,493
postal_code_P5T,0.0,0.0,494
postal_code_P5U,0.0,0.0,495
postal_code_P5V,0.0,0.0,496
postal_code_P5X,0.0,0.0,497
postal_code_P5K,0.0,0.0,498
postal_code_P6B,0.0,0.0,499
postal_code_P5J,0.0,0.0,500
postal_code_P5I,0.0,0.0,501
postal_code_P5H,0.0,0.0,502
postal_code_P5G,0.0,0.0,503
postal_code_A7I,0.0,0.0,504
postal_code_P6C,0.0,0.0,505
postal_code_P6D,0.0,0.0,506
postal_code_P5E,0.0,0.0,507
postal_code_P5D,0.0,0.0,508
postal_code_P5C,0.0,0.0,509
postal_code_P6G,0.0,0.0,510
postal_code_A7J,0.0,0.0,511
postal_code_A7K,0.0,0.0,512
postal_code_P4Z,0.0,0.0,513
postal_code_A7G,0.0,0.0,514
postal_code_P4M,0.0,0.0,515
postal_code_B8F,0.0,0.0,516
postal_code_P4K,0.0,0.0,517
postal_code_P1R,0.0,0.0,518
postal_code_P1T,0.0,0.0,519
postal_code_P1U,0.0,0.0,520
postal_code_P1V,0.0,0.0,521
postal_code_P1W,0.0,0.0,522
postal_code_P1X,0.0,0.0,523
postal_code_P1Y,0.0,0.0,524
postal_code_P1Z,0.0,0.0,525
postal_code_P2A,0.0,0.0,526
postal_code_P2B,0.0,0.0,527
postal_code_P2C,0.0,0.0,528
postal_code_P2D,0.0,0.0,529
postal_code_P2E,0.0,0.0,530
postal_code_P2F,0.0,0.0,531
postal_code_P2G,0.0,0.0,532
postal_code_P2H,0.0,0.0,533
postal_code_P2I,0.0,0.0,534
postal_code_P2J,0.0,0.0,535
postal_code_P2K,0.0,0.0,536
postal_code_P2L,0.0,0.0,537
postal_code_A8C,0.0,0.0,538
postal_code_P1Q,0.0,0.0,539
postal_code_P4J,0.0,0.0,540
postal_code_A8D,0.0,0.0,541
postal_code_N9W,0.0,0.0,542
postal_code_A8H,0.0,0.0,543
postal_code_A8G,0.0,0.0,544
postal_code_N9Z,0.0,0.0,545
postal_code_P1A,0.0,0.0,546
postal_code_P1B,0.0,0.0,547
postal_code_A8F,0.0,0.0,548
postal_code_P1D,0.0,0.0,549
postal_code_P1E,0.0,0.0,550
postal_code_P1F,0.0,0.0,551
postal_code_P1G,0.0,0.0,552
postal_code_P1H,0.0,0.0,553
postal_code_P1I,0.0,0.0,554
postal_code_P1J,0.0,0.0,555
postal_code_P1K,0.0,0.0,556
postal_code_A8E,0.0,0.0,557
postal_code_P1M,0.0,0.0,558
postal_code_P1N,0.0,0.0,559
postal_code_P1O,0.0,0.0,560
postal_code_P2N,0.0,0.0,561
postal_code_P2O,0.0,0.0,562
postal_code_P2P,0.0,0.0,563
postal_code_P2Q,0.0,0.0,564
postal_code_P3O,0.0,0.0,565
postal_code_P3P,0.0,0.0,566
postal_code_P3Q,0.0,0.0,567
postal_code_P3R,0.0,0.0,568
postal_code_A7X,0.0,0.0,569
postal_code_P3T,0.0,0.0,570
postal_code_P3U,0.0,0.0,571
postal_code_P3V,0.0,0.0,572
postal_code_P3W,0.0,0.0,573
postal_code_P3X,0.0,0.0,574
postal_code_P3Y,0.0,0.0,575
postal_code_P3Z,0.0,0.0,576
postal_code_P4A,0.0,0.0,577
postal_code_P4B,0.0,0.0,578
postal_code_P4C,0.0,0.0,579
postal_code_P4D,0.0,0.0,580
postal_code_A7S,0.0,0.0,581
postal_code_A7R,0.0,0.0,582
postal_code_P4I,0.0,0.0,583
postal_code_P3N,0.0,0.0,584
postal_code_P3M,0.0,0.0,585
postal_code_A7Y,0.0,0.0,586
postal_code_P2Z,0.0,0.0,587
postal_code_P2R,0.0,0.0,588
postal_code_P2S,0.0,0.0,589
postal_code_P2T,0.0,0.0,590
postal_code_A8B,0.0,0.0,591
postal_code_P2V,0.0,0.0,592
postal_code_P2W,0.0,0.0,593
postal_code_P2X,0.0,0.0,594
postal_code_P2Y,0.0,0.0,595
postal_code_P3A,0.0,0.0,596
postal_code_P3K,0.0,0.0,597
postal_code_A8A,0.0,0.0,598
postal_code_P3C,0.0,0.0,599
postal_code_P3D,0.0,0.0,600
postal_code_P3E,0.0,0.0,601
postal_code_P3F,0.0,0.0,602
postal_code_P6N,0.0,0.0,603
postal_code_P3I,0.0,0.0,604
postal_code_P3J,0.0,0.0,605
postal_code_P3H,0.0,0.0,606
postal_code_P7R,0.0,0.0,607
postal_code_P6O,0.0,0.0,608
postal_code_R2S,0.0,0.0,609
postal_code_R2I,0.0,0.0,610
postal_code_R2J,0.0,0.0,611
postal_code_R2K,0.0,0.0,612
postal_code_R2L,0.0,0.0,613
postal_code_R2N,0.0,0.0,614
postal_code_R2O,0.0,0.0,615
postal_code_R2P,0.0,0.0,616
postal_code_R2Q,0.0,0.0,617
postal_code_R2R,0.0,0.0,618
postal_code_R2T,0.0,0.0,619
postal_code_R3F,0.0,0.0,620
postal_code_R2U,0.0,0.0,621
postal_code_R2V,0.0,0.0,622
postal_code_R2W,0.0,0.0,623
postal_code_R2X,0.0,0.0,624
postal_code_R2Y,0.0,0.0,625
postal_code_R2Z,0.0,0.0,626
postal_code_R3A,0.0,0.0,627
postal_code_A6O,0.0,0.0,628
postal_code_R3C,0.0,0.0,629
postal_code_R2H,0.0,0.0,630
postal_code_R2G,0.0,0.0,631
postal_code_R2F,0.0,0.0,632
postal_code_R2E,0.0,0.0,633
postal_code_R1I,0.0,0.0,634
postal_code_R1J,0.0,0.0,635
postal_code_R1K,0.0,0.0,636
postal_code_R1M,0.0,0.0,637
postal_code_R1N,0.0,0.0,638
postal_code_R1O,0.0,0.0,639
postal_code_R1P,0.0,0.0,640
postal_code_R1R,0.0,0.0,641
postal_code_R1S,0.0,0.0,642
postal_code_R1T,0.0,0.0,643
postal_code_R1V,0.0,0.0,644
postal_code_R1W,0.0,0.0,645
postal_code_R1X,0.0,0.0,646
postal_code_R1Y,0.0,0.0,647
postal_code_R1Z,0.0,0.0,648
postal_code_R2A,0.0,0.0,649
postal_code_R2B,0.0,0.0,650
postal_code_R2C,0.0,0.0,651
postal_code_R2D,0.0,0.0,652
postal_code_R3D,0.0,0.0,653
postal_code_R3G,0.0,0.0,654
postal_code_P6P,0.0,0.0,655
postal_code_R4Q,0.0,0.0,656
postal_code_R4H,0.0,0.0,657
postal_code_R4I,0.0,0.0,658
postal_code_R4J,0.0,0.0,659
postal_code_R4K,0.0,0.0,660
postal_code_R4L,0.0,0.0,661
postal_code_R4M,0.0,0.0,662
postal_code_R4N,0.0,0.0,663
postal_code_R4O,0.0,0.0,664
postal_code_R4P,0.0,0.0,665
postal_code_R4R,0.0,0.0,666
postal_code_R3H,0.0,0.0,667
postal_code_R4S,0.0,0.0,668
postal_code_R4T,0.0,0.0,669
postal_code_R4U,0.0,0.0,670
postal_code_R4V,0.0,0.0,671
postal_code_R4W,0.0,0.0,672
postal_code_R4X,0.0,0.0,673
postal_code_R4Y,0.0,0.0,674
postal_code_R4Z,0.0,0.0,675
postal_code_R5A,0.0,0.0,676
postal_code_R4G,0.0,0.0,677
postal_code_R4F,0.0,0.0,678
postal_code_R4D,0.0,0.0,679
postal_code_R4C,0.0,0.0,680
postal_code_R3I,0.0,0.0,681
postal_code_R3J,0.0,0.0,682
postal_code_R3K,0.0,0.0,683
postal_code_R3L,0.0,0.0,684
postal_code_R3M,0.0,0.0,685
postal_code_R3N,0.0,0.0,686
postal_code_R3O,0.0,0.0,687
postal_code_R3Q,0.0,0.0,688
postal_code_R3R,0.0,0.0,689
postal_code_R3S,0.0,0.0,690
postal_code_R3T,0.0,0.0,691
postal_code_R3U,0.0,0.0,692
postal_code_R3V,0.0,0.0,693
postal_code_R3W,0.0,0.0,694
postal_code_R3X,0.0,0.0,695
postal_code_R3Y,0.0,0.0,696
postal_code_R3Z,0.0,0.0,697
postal_code_R4A,0.0,0.0,698
postal_code_R4B,0.0,0.0,699
postal_code_R1H,0.0,0.0,700
postal_code_R1G,0.0,0.0,701
postal_code_R1F,0.0,0.0,702
postal_code_P7X,0.0,0.0,703
postal_code_P7N,0.0,0.0,704
postal_code_P7O,0.0,0.0,705
postal_code_P7P,0.0,0.0,706
postal_code_N9U,0.0,0.0,707
postal_code_P7S,0.0,0.0,708
postal_code_P7T,0.0,0.0,709
postal_code_P7U,0.0,0.0,710
postal_code_P7V,0.0,0.0,711
postal_code_P7W,0.0,0.0,712
postal_code_A7C,0.0,0.0,713
postal_code_R1E,0.0,0.0,714
postal_code_A7B,0.0,0.0,715
postal_code_P8A,0.0,0.0,716
postal_code_P8B,0.0,0.0,717
postal_code_P8C,0.0,0.0,718
postal_code_P8D,0.0,0.0,719
postal_code_P8E,0.0,0.0,720
postal_code_A7A,0.0,0.0,721
postal_code_A6Z,0.0,0.0,722
postal_code_P8H,0.0,0.0,723
postal_code_P7M,0.0,0.0,724
postal_code_A7D,0.0,0.0,725
postal_code_P7K,0.0,0.0,726
postal_code_P7J,0.0,0.0,727
postal_code_P6Q,0.0,0.0,728
postal_code_P6R,0.0,0.0,729
postal_code_P6S,0.0,0.0,730
postal_code_P6T,0.0,0.0,731
postal_code_P6U,0.0,0.0,732
postal_code_P6V,0.0,0.0,733
postal_code_P6W,0.0,0.0,734
postal_code_P6X,0.0,0.0,735
postal_code_P6Y,0.0,0.0,736
postal_code_P6Z,0.0,0.0,737
postal_code_P7A,0.0,0.0,738
postal_code_P7B,0.0,0.0,739
postal_code_P7C,0.0,0.0,740
postal_code_P7D,0.0,0.0,741
postal_code_A7F,0.0,0.0,742
postal_code_P7F,0.0,0.0,743
postal_code_P7G,0.0,0.0,744
postal_code_P7H,0.0,0.0,745
postal_code_A7E,0.0,0.0,746
postal_code_P8I,0.0,0.0,747
postal_code_P8J,0.0,0.0,748
postal_code_A6Y,0.0,0.0,749
postal_code_A6S,0.0,0.0,750
postal_code_P9K,0.0,0.0,751
postal_code_A6Q,0.0,0.0,752
postal_code_P9M,0.0,0.0,753
postal_code_A6P,0.0,0.0,754
postal_code_P9O,0.0,0.0,755
postal_code_P9P,0.0,0.0,756
postal_code_P9Q,0.0,0.0,757
postal_code_P9R,0.0,0.0,758
postal_code_P9T,0.0,0.0,759
postal_code_P9U,0.0,0.0,760
postal_code_P9V,0.0,0.0,761
postal_code_P9W,0.0,0.0,762
postal_code_P9X,0.0,0.0,763
postal_code_P9Y,0.0,0.0,764
postal_code_P9Z,0.0,0.0,765
postal_code_R1A,0.0,0.0,766
postal_code_R1B,0.0,0.0,767
postal_code_R1C,0.0,0.0,768
postal_code_R1D,0.0,0.0,769
postal_code_P9I,0.0,0.0,770
postal_code_P9G,0.0,0.0,771
postal_code_P8L,0.0,0.0,772
postal_code_P9F,0.0,0.0,773
postal_code_P8M,0.0,0.0,774
postal_code_P8N,0.0,0.0,775
postal_code_P8O,0.0,0.0,776
postal_code_P8P,0.0,0.0,777
postal_code_P8Q,0.0,0.0,778
postal_code_A6X,0.0,0.0,779
postal_code_P8S,0.0,0.0,780
postal_code_P8T,0.0,0.0,781
postal_code_P8U,0.0,0.0,782
postal_code_P8V,0.0,0.0,783
postal_code_A6V,0.0,0.0,784
postal_code_P8X,0.0,0.0,785
postal_code_P8Y,0.0,0.0,786
postal_code_P8Z,0.0,0.0,787
postal_code_P9A,0.0,0.0,788
postal_code_P9B,0.0,0.0,789
postal_code_P9C,0.0,0.0,790
postal_code_A6T,0.0,0.0,791
postal_code_P9E,0.0,0.0,792
postal_code_N9V,0.0,0.0,793
postal_code_N8H,0.0,0.0,794
postal_code_N9T,0.0,0.0,795
postal_code_B1D,0.0,0.0,796
postal_code_M8U,0.0,0.0,797
postal_code_M8V,0.0,0.0,798
postal_code_M8W,0.0,0.0,799
postal_code_M8Y,0.0,0.0,800
postal_code_M8Z,0.0,0.0,801
postal_code_M9A,0.0,0.0,802
postal_code_B1C,0.0,0.0,803
postal_code_M9C,0.0,0.0,804
postal_code_M9D,0.0,0.0,805
postal_code_M9E,0.0,0.0,806
postal_code_M9F,0.0,0.0,807
postal_code_M9G,0.0,0.0,808
postal_code_M9H,0.0,0.0,809
postal_code_M9I,0.0,0.0,810
postal_code_M9J,0.0,0.0,811
postal_code_B1A,0.0,0.0,812
postal_code_A9Y,0.0,0.0,813
postal_code_M9M,0.0,0.0,814
postal_code_M9N,0.0,0.0,815
postal_code_M8T,0.0,0.0,816
postal_code_M8R,0.0,0.0,817
postal_code_M9Q,0.0,0.0,818
postal_code_M8Q,0.0,0.0,819
postal_code_B1F,0.0,0.0,820
postal_code_M7X,0.0,0.0,821
postal_code_M7Y,0.0,0.0,822
postal_code_M8A,0.0,0.0,823
postal_code_B1E,0.0,0.0,824
postal_code_M8C,0.0,0.0,825
postal_code_M8D,0.0,0.0,826
postal_code_M8E,0.0,0.0,827
postal_code_M8F,0.0,0.0,828
postal_code_M8G,0.0,0.0,829
postal_code_M8H,0.0,0.0,830
postal_code_M8I,0.0,0.0,831
postal_code_M8J,0.0,0.0,832
postal_code_M8K,0.0,0.0,833
postal_code_M8L,0.0,0.0,834
postal_code_M8M,0.0,0.0,835
postal_code_M8N,0.0,0.0,836
postal_code_M8O,0.0,0.0,837
postal_code_M8P,0.0,0.0,838
postal_code_M9P,0.0,0.0,839
postal_code_M9R,0.0,0.0,840
postal_code_N9S,0.0,0.0,841
postal_code_N1Q,0.0,0.0,842
postal_code_N1S,0.0,0.0,843
postal_code_N1T,0.0,0.0,844
postal_code_N1U,0.0,0.0,845
postal_code_N1V,0.0,0.0,846
postal_code_A9R,0.0,0.0,847
postal_code_N1X,0.0,0.0,848
postal_code_N1Y,0.0,0.0,849
postal_code_N1Z,0.0,0.0,850
postal_code_N2A,0.0,0.0,851
postal_code_N2B,0.0,0.0,852
postal_code_N2C,0.0,0.0,853
postal_code_N2D,0.0,0.0,854
postal_code_A9Q,0.0,0.0,855
postal_code_N2F,0.0,0.0,856
postal_code_A9L,0.0,0.0,857
postal_code_A9K,0.0,0.0,858
postal_code_A9J,0.0,0.0,859
postal_code_N2J,0.0,0.0,860
postal_code_N2K,0.0,0.0,861
postal_code_N1R,0.0,0.0,862
postal_code_N1P,0.0,0.0,863
postal_code_M9S,0.0,0.0,864
postal_code_N1O,0.0,0.0,865
postal_code_M9U,0.0,0.0,866
postal_code_M9V,0.0,0.0,867
postal_code_A9X,0.0,0.0,868
postal_code_A9W,0.0,0.0,869
postal_code_M9Y,0.0,0.0,870
postal_code_A9V,0.0,0.0,871
postal_code_N1A,0.0,0.0,872
postal_code_A9U,0.0,0.0,873
postal_code_N1C,0.0,0.0,874
postal_code_N1D,0.0,0.0,875
postal_code_N1E,0.0,0.0,876
postal_code_N1F,0.0,0.0,877
postal_code_N1G,0.0,0.0,878
postal_code_N1I,0.0,0.0,879
postal_code_N1J,0.0,0.0,880
postal_code_A9T,0.0,0.0,881
postal_code_N1L,0.0,0.0,882
postal_code_N1M,0.0,0.0,883
postal_code_N1N,0.0,0.0,884
postal_code_M7V,0.0,0.0,885
postal_code_M7U,0.0,0.0,886
postal_code_M7T,0.0,0.0,887
postal_code_M4Z,0.0,0.0,888
postal_code_M5B,0.0,0.0,889
postal_code_M5D,0.0,0.0,890
postal_code_M5E,0.0,0.0,891
postal_code_M5F,0.0,0.0,892
postal_code_M5G,0.0,0.0,893
postal_code_M5H,0.0,0.0,894
postal_code_M5J,0.0,0.0,895
postal_code_M5K,0.0,0.0,896
postal_code_M5L,0.0,0.0,897
postal_code_M5M,0.0,0.0,898
postal_code_B1W,0.0,0.0,899
postal_code_B1V,0.0,0.0,900
postal_code_M5P,0.0,0.0,901
postal_code_M5Q,0.0,0.0,902
postal_code_M5S,0.0,0.0,903
postal_code_M5T,0.0,0.0,904
postal_code_M5U,0.0,0.0,905
postal_code_M5V,0.0,0.0,906
postal_code_B1U,0.0,0.0,907
postal_code_M5A,0.0,0.0,908
postal_code_M4Y,0.0,0.0,909
postal_code_M7S,0.0,0.0,910
postal_code_M4X,0.0,0.0,911
postal_code_M4E,0.0,0.0,912
postal_code_M4F,0.0,0.0,913
postal_code_M4G,0.0,0.0,914
postal_code_M4H,0.0,0.0,915
postal_code_M4I,0.0,0.0,916
postal_code_M4J,0.0,0.0,917
postal_code_M4K,0.0,0.0,918
postal_code_M4L,0.0,0.0,919
postal_code_M4M,0.0,0.0,920
postal_code_B2A,0.0,0.0,921
postal_code_B1Z,0.0,0.0,922
postal_code_B1Y,0.0,0.0,923
postal_code_M4Q,0.0,0.0,924
postal_code_B1X,0.0,0.0,925
postal_code_M4S,0.0,0.0,926
postal_code_M4T,0.0,0.0,927
postal_code_M4U,0.0,0.0,928
postal_code_M4V,0.0,0.0,929
postal_code_M4W,0.0,0.0,930
postal_code_M5X,0.0,0.0,931
postal_code_M5Y,0.0,0.0,932
postal_code_M5Z,0.0,0.0,933
postal_code_M6A,0.0,0.0,934
postal_code_M6X,0.0,0.0,935
postal_code_M6Y,0.0,0.0,936
postal_code_M6Z,0.0,0.0,937
postal_code_B1K,0.0,0.0,938
postal_code_M7B,0.0,0.0,939
postal_code_B1J,0.0,0.0,940
postal_code_M7D,0.0,0.0,941
postal_code_M7E,0.0,0.0,942
postal_code_M7F,0.0,0.0,943
postal_code_M7G,0.0,0.0,944
postal_code_B1I,0.0,0.0,945
postal_code_M7I,0.0,0.0,946
postal_code_M7J,0.0,0.0,947
postal_code_M7K,0.0,0.0,948
postal_code_M7L,0.0,0.0,949
postal_code_M7M,0.0,0.0,950
postal_code_B1G,0.0,0.0,951
postal_code_M7O,0.0,0.0,952
postal_code_M7P,0.0,0.0,953
postal_code_M6W,0.0,0.0,954
postal_code_M6V,0.0,0.0,955
postal_code_B1L,0.0,0.0,956
postal_code_M6J,0.0,0.0,957
postal_code_M6B,0.0,0.0,958
postal_code_M6C,0.0,0.0,959
postal_code_M6D,0.0,0.0,960
postal_code_B1T,0.0,0.0,961
postal_code_M6F,0.0,0.0,962
postal_code_B1S,0.0,0.0,963
postal_code_B1R,0.0,0.0,964
postal_code_B1Q,0.0,0.0,965
postal_code_M6K,0.0,0.0,966
postal_code_B1M,0.0,0.0,967
postal_code_M6L,0.0,0.0,968
postal_code_M6M,0.0,0.0,969
postal_code_M6N,0.0,0.0,970
postal_code_M6O,0.0,0.0,971
postal_code_M6P,0.0,0.0,972
postal_code_M6Q,0.0,0.0,973
postal_code_M6R,0.0,0.0,974
postal_code_B1O,0.0,0.0,975
postal_code_A9H,0.0,0.0,976
postal_code_N2M,0.0,0.0,977
postal_code_N2N,0.0,0.0,978
postal_code_N7C,0.0,0.0,979
postal_code_A8T,0.0,0.0,980
postal_code_N7F,0.0,0.0,981
postal_code_A8R,0.0,0.0,982
postal_code_N7H,0.0,0.0,983
postal_code_N7I,0.0,0.0,984
postal_code_N7J,0.0,0.0,985
postal_code_N7K,0.0,0.0,986
postal_code_N7L,0.0,0.0,987
postal_code_N7M,0.0,0.0,988
postal_code_N7N,0.0,0.0,989
postal_code_A8Q,0.0,0.0,990
postal_code_N7P,0.0,0.0,991
postal_code_N7Q,0.0,0.0,992
postal_code_N7R,0.0,0.0,993
postal_code_N7S,0.0,0.0,994
postal_code_N7T,0.0,0.0,995
postal_code_N7U,0.0,0.0,996
postal_code_N7V,0.0,0.0,997
postal_code_N7W,0.0,0.0,998
postal_code_N7D,0.0,0.0,999
postal_code_N7B,0.0,0.0,1000
postal_code_A8Y,0.0,0.0,1001
postal_code_A8U,0.0,0.0,1002
postal_code_N6G,0.0,0.0,1003
postal_code_N6I,0.0,0.0,1004
postal_code_N6J,0.0,0.0,1005
postal_code_N6K,0.0,0.0,1006
postal_code_N6L,0.0,0.0,1007
postal_code_N6M,0.0,0.0,1008
postal_code_N6N,0.0,0.0,1009
postal_code_N6O,0.0,0.0,1010
postal_code_N6P,0.0,0.0,1011
postal_code_N6Q,0.0,0.0,1012
postal_code_N6R,0.0,0.0,1013
postal_code_N6S,0.0,0.0,1014
postal_code_A8X,0.0,0.0,1015
postal_code_N6U,0.0,0.0,1016
postal_code_A8V,0.0,0.0,1017
postal_code_N6W,0.0,0.0,1018
postal_code_N6X,0.0,0.0,1019
postal_code_N6Y,0.0,0.0,1020
postal_code_N6Z,0.0,0.0,1021
postal_code_N7X,0.0,0.0,1022
postal_code_N7Y,0.0,0.0,1023
postal_code_A8P,0.0,0.0,1024
postal_code_N8A,0.0,0.0,1025
postal_code_N8Y,0.0,0.0,1026
postal_code_N9A,0.0,0.0,1027
postal_code_N9B,0.0,0.0,1028
postal_code_N9C,0.0,0.0,1029
postal_code_N9D,0.0,0.0,1030
postal_code_N9E,0.0,0.0,1031
postal_code_N9F,0.0,0.0,1032
postal_code_N9G,0.0,0.0,1033
postal_code_N9H,0.0,0.0,1034
postal_code_N9I,0.0,0.0,1035
postal_code_N9J,0.0,0.0,1036
postal_code_N9K,0.0,0.0,1037
postal_code_N9L,0.0,0.0,1038
postal_code_N9M,0.0,0.0,1039
postal_code_N9N,0.0,0.0,1040
postal_code_N9O,0.0,0.0,1041
postal_code_A8J,0.0,0.0,1042
postal_code_N9Q,0.0,0.0,1043
postal_code_N9R,0.0,0.0,1044
postal_code_N8X,0.0,0.0,1045
postal_code_A8L,0.0,0.0,1046
postal_code_A8M,0.0,0.0,1047
postal_code_N8J,0.0,0.0,1048
postal_code_N8B,0.0,0.0,1049
postal_code_N8C,0.0,0.0,1050
postal_code_N8D,0.0,0.0,1051
postal_code_N8E,0.0,0.0,1052
postal_code_N8F,0.0,0.0,1053
postal_code_N8G,0.0,0.0,1054
postal_code_R5C,0.0,0.0,1055
postal_code_A8O,0.0,0.0,1056
postal_code_N8K,0.0,0.0,1057
postal_code_N8U,0.0,0.0,1058
postal_code_N8M,0.0,0.0,1059
postal_code_N8N,0.0,0.0,1060
postal_code_N8O,0.0,0.0,1061
postal_code_N8P,0.0,0.0,1062
postal_code_A8N,0.0,0.0,1063
postal_code_N8R,0.0,0.0,1064
postal_code_N8S,0.0,0.0,1065
postal_code_N8T,0.0,0.0,1066
postal_code_N6E,0.0,0.0,1067
postal_code_N6C,0.0,0.0,1068
postal_code_N2O,0.0,0.0,1069
postal_code_N3M,0.0,0.0,1070
postal_code_A9F,0.0,0.0,1071
postal_code_N3P,0.0,0.0,1072
postal_code_N3Q,0.0,0.0,1073
postal_code_N3R,0.0,0.0,1074
postal_code_N3S,0.0,0.0,1075
postal_code_N3T,0.0,0.0,1076
postal_code_N3U,0.0,0.0,1077
postal_code_A9E,0.0,0.0,1078
postal_code_N3W,0.0,0.0,1079
postal_code_N3X,0.0,0.0,1080
postal_code_N3Y,0.0,0.0,1081
postal_code_N3Z,0.0,0.0,1082
postal_code_N4A,0.0,0.0,1083
postal_code_N4B,0.0,0.0,1084
postal_code_N4C,0.0,0.0,1085
postal_code_N4D,0.0,0.0,1086
postal_code_N4E,0.0,0.0,1087
postal_code_N4F,0.0,0.0,1088
postal_code_N4G,0.0,0.0,1089
postal_code_N3N,0.0,0.0,1090
postal_code_N3L,0.0,0.0,1091
postal_code_N6B,0.0,0.0,1092
postal_code_N3K,0.0,0.0,1093
postal_code_N2P,0.0,0.0,1094
postal_code_N2Q,0.0,0.0,1095
postal_code_N2R,0.0,0.0,1096
postal_code_N2S,0.0,0.0,1097
postal_code_N2T,0.0,0.0,1098
postal_code_N2U,0.0,0.0,1099
postal_code_N2V,0.0,0.0,1100
postal_code_N2W,0.0,0.0,1101
postal_code_N2X,0.0,0.0,1102
postal_code_N2Y,0.0,0.0,1103
postal_code_N2Z,0.0,0.0,1104
postal_code_N3A,0.0,0.0,1105
postal_code_N3C,0.0,0.0,1106
postal_code_N3D,0.0,0.0,1107
postal_code_A9G,0.0,0.0,1108
postal_code_N3F,0.0,0.0,1109
postal_code_N3G,0.0,0.0,1110
postal_code_N3I,0.0,0.0,1111
postal_code_N3J,0.0,0.0,1112
postal_code_N4H,0.0,0.0,1113
postal_code_N4I,0.0,0.0,1114
postal_code_N4J,0.0,0.0,1115
postal_code_N4K,0.0,0.0,1116
postal_code_N5I,0.0,0.0,1117
postal_code_N5J,0.0,0.0,1118
postal_code_N5K,0.0,0.0,1119
postal_code_A8Z,0.0,0.0,1120
postal_code_N5M,0.0,0.0,1121
postal_code_N5N,0.0,0.0,1122
postal_code_N5O,0.0,0.0,1123
postal_code_N5P,0.0,0.0,1124
postal_code_N5Q,0.0,0.0,1125
postal_code_N5R,0.0,0.0,1126
postal_code_N5S,0.0,0.0,1127
postal_code_N5T,0.0,0.0,1128
postal_code_N5U,0.0,0.0,1129
postal_code_N5V,0.0,0.0,1130
postal_code_N5W,0.0,0.0,1131
postal_code_N5X,0.0,0.0,1132
postal_code_N5Y,0.0,0.0,1133
postal_code_N5Z,0.0,0.0,1134
postal_code_N6A,0.0,0.0,1135
postal_code_A9A,0.0,0.0,1136
postal_code_N5G,0.0,0.0,1137
postal_code_N5F,0.0,0.0,1138
postal_code_N4T,0.0,0.0,1139
postal_code_N4L,0.0,0.0,1140
postal_code_N4M,0.0,0.0,1141
postal_code_N4N,0.0,0.0,1142
postal_code_N4O,0.0,0.0,1143
postal_code_A9D,0.0,0.0,1144
postal_code_N4Q,0.0,0.0,1145
postal_code_N4R,0.0,0.0,1146
postal_code_N4S,0.0,0.0,1147
postal_code_N4U,0.0,0.0,1148
postal_code_N5E,0.0,0.0,1149
postal_code_A9C,0.0,0.0,1150
postal_code_N4X,0.0,0.0,1151
postal_code_N4Y,0.0,0.0,1152
postal_code_A9B,0.0,0.0,1153
postal_code_N5A,0.0,0.0,1154
postal_code_N5B,0.0,0.0,1155
postal_code_N5C,0.0,0.0,1156
postal_code_N5D,0.0,0.0,1157
postal_code_R5B,0.0,0.0,1158
postal_code_R6L,0.0,0.0,1159
postal_code_R5D,0.0,0.0,1160
postal_code_T8Y,0.0,0.0,1161
postal_code_T8O,0.0,0.0,1162
postal_code_T8P,0.0,0.0,1163
postal_code_T8Q,0.0,0.0,1164
postal_code_T8R,0.0,0.0,1165
postal_code_T8S,0.0,0.0,1166
postal_code_T8U,0.0,0.0,1167
postal_code_T8V,0.0,0.0,1168
postal_code_T8W,0.0,0.0,1169
postal_code_T8X,0.0,0.0,1170
postal_code_T8Z,0.0,0.0,1171
postal_code_T7N,0.0,0.0,1172
postal_code_T9A,0.0,0.0,1173
postal_code_T9B,0.0,0.0,1174
postal_code_T9C,0.0,0.0,1175
postal_code_T9D,0.0,0.0,1176
postal_code_T9E,0.0,0.0,1177
postal_code_T9F,0.0,0.0,1178
postal_code_T9G,0.0,0.0,1179
postal_code_T9H,0.0,0.0,1180
postal_code_A3L,0.0,0.0,1181
postal_code_T8N,0.0,0.0,1182
postal_code_T8M,0.0,0.0,1183
postal_code_T8L,0.0,0.0,1184
postal_code_T8K,0.0,0.0,1185
postal_code_T7P,0.0,0.0,1186
postal_code_T7Q,0.0,0.0,1187
postal_code_T7R,0.0,0.0,1188
postal_code_T7S,0.0,0.0,1189
postal_code_T7U,0.0,0.0,1190
postal_code_T7V,0.0,0.0,1191
postal_code_A3R,0.0,0.0,1192
postal_code_T7X,0.0,0.0,1193
postal_code_A3Q,0.0,0.0,1194
postal_code_T7Z,0.0,0.0,1195
postal_code_T8A,0.0,0.0,1196
postal_code_T8B,0.0,0.0,1197
postal_code_T8C,0.0,0.0,1198
postal_code_T8D,0.0,0.0,1199
postal_code_A3P,0.0,0.0,1200
postal_code_T8G,0.0,0.0,1201
